Entity,Code,Year,Deaths_Self_Harm_Percent
Jamaica,JAM,2012,0.5445491265259375
Jamaica,JAM,2017,0.5343295833878653
Japan,JPN,2012,2.4540790141288458
Japan,JPN,2017,2.1008400527850286
Jordan,JOR,2012,1.1008925316692846
Jordan,JOR,2017,1.1058357569177901
Kazakhstan,KAZ,2012,3.3446691419697685
Kazakhstan,KAZ,2017,3.166981306319103
Kenya,KEN,2012,0.9462034224911521
Kenya,KEN,2017,1.0587319025842439
Kiribati,KIR,2012,2.916491796351828
Kiribati,KIR,2017,2.946105305417426
Kuwait,KWT,2012,1.731887306178799
Kuwait,KWT,2017,1.6802581524891582
Kyrgyzstan,KGZ,2012,1.876609173808356
Kyrgyzstan,KGZ,2017,1.753215069988885
Laos,LAO,2012,1.1287716567914954
Laos,LAO,2017,1.184452732914968
Latin America and Caribbean,,2012,1.182871648332146
Latin America and Caribbean,,2017,1.140575130439941
Latvia,LVA,2012,1.6596184816900612
Latvia,LVA,2017,1.5611387799530232
Lebanon,LBN,2012,1.2080953061828696
Lebanon,LBN,2017,1.2081185896983042
Lesotho,LSO,2012,1.682691923484235
Lesotho,LSO,2017,2.0268975460305225
Liberia,LBR,2012,0.9265875116324621
Liberia,LBR,2017,1.088695779659623
Libya,LBY,2012,1.960790457384564
Libya,LBY,2017,1.6765182471825724
Lithuania,LTU,2012,2.861273351136578
Lithuania,LTU,2017,2.5248971361498924
Low SDI,,2012,1.055886724024361
Low SDI,,2017,1.1563568003032167
Low-middle SDI,,2012,1.5306223292262853
Low-middle SDI,,2017,1.4832227885650386
Luxembourg,LUX,2012,1.6092175345284045
Luxembourg,LUX,2017,1.5602185164524722
Macedonia,MKD,2012,1.0160872971764088
Macedonia,MKD,2017,1.0012716758556213
Madagascar,MDG,2012,0.7882760337321933
Madagascar,MDG,2017,0.8609830530943722
Malawi,MWI,2012,0.7226695265961653
Malawi,MWI,2017,0.9180257023597889
Malaysia,MYS,2012,1.3512281741052952
Malaysia,MYS,2017,1.3810186083356957
Maldives,MDV,2012,1.189488547755773
Maldives,MDV,2017,1.3161464341226854
Mali,MLI,2012,0.3438136955342363
Mali,MLI,2017,0.38954420796921907
Malta,MLT,2012,0.7234183177604269
Malta,MLT,2017,0.6674815924773577
Marshall Islands,MHL,2012,3.0550591449998445
Marshall Islands,MHL,2017,2.859772088949043
Mauritania,MRT,2012,0.6929231396134148
Mauritania,MRT,2017,0.7864713263581654
Mauritius,MUS,2012,1.3027175025154725
Mauritius,MUS,2017,1.1383837220623945
Mexico,MEX,2012,1.1682964071188082
Mexico,MEX,2017,1.0732963335726704
Micronesia (country),FSM,2012,2.39093077273725
Micronesia (country),FSM,2017,2.263121469491351
Middle SDI,,2012,1.4625848675209767
Middle SDI,,2017,1.3755373863809452
Moldova,MDA,2012,1.625299702921109
Moldova,MDA,2017,1.5536673974485242
Mongolia,MNG,2012,2.69849423405777
Mongolia,MNG,2017,2.4732221633824754
Montenegro,MNE,2012,1.3107183432406329
Montenegro,MNE,2017,1.178418006729099
Morocco,MAR,2012,1.275035886137597
Morocco,MAR,2017,1.1652351035687674
Mozambique,MOZ,2012,0.8141161456087426
Mozambique,MOZ,2017,1.0604829453119178
Myanmar,MMR,2012,0.6528661543203146
Myanmar,MMR,2017,0.6515050253378156
Namibia,NAM,2012,1.2014613905070928
Namibia,NAM,2017,1.3595616184107375
Nepal,NPL,2012,1.2743821384812017
Nepal,NPL,2017,1.2802831286645244
Netherlands,NLD,2012,1.425941210558072
Netherlands,NLD,2017,1.3585514256829136
New Zealand,NZL,2012,1.7777596284612789
New Zealand,NZL,2017,1.6463175381773165
Nicaragua,NIC,2012,1.8204807212383136
Nicaragua,NIC,2017,1.6062237688176855
Niger,NER,2012,0.3576666285185305
Niger,NER,2017,0.436625904564796
Nigeria,NGA,2012,0.42173239035954224
Nigeria,NGA,2017,0.5081816382596153
North Africa and Middle East,,2012,0.974273632014861
North Africa and Middle East,,2017,0.9610580914550656
North America,,2012,1.7282325743340783
North America,,2017,1.703474631314832
North Korea,PRK,2012,1.4750028068282064
North Korea,PRK,2017,1.407108869831599
Northern Ireland,,2012,1.4015417150041065
Northern Ireland,,2017,1.2980579756109611
Northern Mariana Islands,MNP,2012,2.405455872524539
Northern Mariana Islands,MNP,2017,2.1420652594805434
Norway,NOR,2012,1.4195521447815063
Norway,NOR,2017,1.4093360091810154
Oceania,,2012,2.22471082827576
Oceania,,2017,2.2725024516484416
Oman,OMN,2012,1.2141037707043243
Oman,OMN,2017,1.2581578204916568
Pakistan,PAK,2012,0.6040538781931483
Pakistan,PAK,2017,0.641413986281673
Palestine,PSE,2012,0.926471093934767
Palestine,PSE,2017,1.004493773051785
Panama,PAN,2012,1.1678154527005025
Panama,PAN,2017,1.0464571649404952
Papua New Guinea,PNG,2012,2.3090883350942013
Papua New Guinea,PNG,2017,2.381091604901889
Paraguay,PRY,2012,1.1733079448460912
Paraguay,PRY,2017,1.199474106349885
Peru,PER,2012,0.7738760420437506
Peru,PER,2017,0.7280146091304964
Philippines,PHL,2012,0.7976908218363887
Philippines,PHL,2017,0.8349892062119271
Poland,POL,2012,1.993908455887626
Poland,POL,2017,1.71871371719916
Portugal,PRT,2012,1.3579032733356386
Portugal,PRT,2017,1.1943853840664518
Puerto Rico,PRI,2012,0.9649307514722488
Puerto Rico,PRI,2017,0.820003074323753
Qatar,QAT,2012,4.119796611355276
Qatar,QAT,2017,3.8770423964377714
Romania,ROU,2012,1.0172264110067826
Romania,ROU,2017,0.9054294724990444
Russia,RUS,2012,2.606142155585436
Russia,RUS,2017,2.392598308355197
Rwanda,RWA,2012,1.0385491408839758
Rwanda,RWA,2017,1.1386852767253177
Saint Lucia,LCA,2012,1.0262409457440842
Saint Lucia,LCA,2017,1.0445600994408084
Saint Vincent and the Grenadines,VCT,2012,0.9149704213521965
Saint Vincent and the Grenadines,VCT,2017,0.9060833361848029
Samoa,WSM,2012,1.5995699580510059
Samoa,WSM,2017,1.5932014086096655
Sao Tome and Principe,STP,2012,0.4557002756279513
Sao Tome and Principe,STP,2017,0.5070469547584586
Saudi Arabia,SAU,2012,0.9895997390832347
Saudi Arabia,SAU,2017,1.142225348132268
Scotland,,2012,1.2326366673134834
Scotland,,2017,1.2058039561787008
Senegal,SEN,2012,1.1134514753092946
Senegal,SEN,2017,1.2690171093879001
Serbia,SRB,2012,1.4062873783621355
Serbia,SRB,2017,1.2945545733039359
Seychelles,SYC,2012,1.1117692271109199
Seychelles,SYC,2017,1.1664766096227306
Sierra Leone,SLE,2012,0.5299037131624912
Sierra Leone,SLE,2017,0.6369781055309487
Singapore,SGP,2012,2.857359036676803
Singapore,SGP,2017,2.501471161409646
Slovakia,SVK,2012,1.425749014662389
Slovakia,SVK,2017,1.2779457802831093
Slovenia,SVN,2012,2.3875031092810444
Slovenia,SVN,2017,2.1612662310081796
Solomon Islands,SLB,2012,2.2343630911455628
Solomon Islands,SLB,2017,2.2449148252657922
Somalia,SOM,2012,0.5256345923141237
Somalia,SOM,2017,0.5850070405159274
South Africa,ZAF,2012,1.00915800554877
South Africa,ZAF,2017,1.3092573390449584
South Asia,,2012,1.9692755714152874
South Asia,,2017,1.868508722675136
South Korea,KOR,2012,6.250278075705314
South Korea,KOR,2017,5.082120611936609
South Sudan,SSD,2012,0.5769288230316466
South Sudan,SSD,2017,0.611554064254623
Southeast Asia,,2012,0.9675625978529029
Southeast Asia,,2017,0.9552924561382206
"Southeast Asia, East Asia, and Oceania",,2012,1.2778580961098291
"Southeast Asia, East Asia, and Oceania",,2017,1.1786841365050764
Southern Latin America,,2012,1.6845706272768806
Southern Latin America,,2017,1.6226188903655379
Southern Sub-Saharan Africa,,2012,1.1826533784970854
Southern Sub-Saharan Africa,,2017,1.5192871227612654
Spain,ESP,2012,0.9831484217808141
Spain,ESP,2017,0.8984257305284982
Sri Lanka,LKA,2012,3.7442543956059353
Sri Lanka,LKA,2017,3.587271303270065
Sub-Saharan Africa,,2012,0.7184977541001896
Sub-Saharan Africa,,2017,0.8527520659502423
Sudan,SDN,2012,0.6835973601129669
Sudan,SDN,2017,0.7920266261122383
Suriname,SUR,2012,3.8551650725256765
Suriname,SUR,2017,3.419018624608993
Swaziland,SWZ,2012,1.5163127790523712
Swaziland,SWZ,2017,2.047834578622514
Sweden,SWE,2012,1.5614642835838264
Sweden,SWE,2017,1.517680277956913
Switzerland,CHE,2012,1.959261461530278
Switzerland,CHE,2017,1.7545687053970245
Syria,SYR,2012,0.3993832213633591
Syria,SYR,2017,0.4250458610693764
Taiwan,TWN,2012,2.7866671298999814
Taiwan,TWN,2017,2.424384185696396
Tajikistan,TJK,2012,0.936300748465437
Tajikistan,TJK,2017,1.0117965389887744
Tanzania,TZA,2012,0.5950894200757153
Tanzania,TZA,2017,0.7702930820588976
Thailand,THA,2012,2.0454898000180415
Thailand,THA,2017,1.8760959678322475
Timor,TLS,2012,1.020361548504321
Timor,TLS,2017,1.070413067595356
Togo,TGO,2012,0.9108983874334042
Togo,TGO,2017,1.125521162730826
Tonga,TON,2012,0.8304463950186269
Tonga,TON,2017,0.8080906920771378
Trinidad and Tobago,TTO,2012,1.5607992785658764
Trinidad and Tobago,TTO,2017,1.3825085497192786
Tropical Latin America,,2012,1.0826539274329199
Tropical Latin America,,2017,1.0520460539739271
Tunisia,TUN,2012,0.6236097648743015
Tunisia,TUN,2017,0.5682811230045589
Turkey,TUR,2012,0.6752584701081905
Turkey,TUR,2017,0.7103148563422156
Turkmenistan,TKM,2012,1.4132653197551375
Turkmenistan,TKM,2017,1.3278422404552404
Uganda,UGA,2012,0.7099633622768851
Uganda,UGA,2017,0.8720436825969688
Ukraine,UKR,2012,1.6904173647407377
Ukraine,UKR,2017,1.9827666570124654
United Arab Emirates,ARE,2012,2.894332799549381
United Arab Emirates,ARE,2017,2.2662131461172215
United Kingdom,GBR,2012,0.942796822935864
United Kingdom,GBR,2017,0.9499082460753064
United States,USA,2012,1.7216780782190657
United States,USA,2017,1.7076242587118933
United States Virgin Islands,VIR,2012,0.7763006776027247
United States Virgin Islands,VIR,2017,0.7394442217672331
Uruguay,URY,2012,2.0262471403411957
Uruguay,URY,2017,2.0177030738196833
Uzbekistan,UZB,2012,1.4836402073723094
Uzbekistan,UZB,2017,1.4782983941047232
Vanuatu,VUT,2012,2.110099773207423
Vanuatu,VUT,2017,2.02330690393956
Venezuela,VEN,2012,1.6940668763479976
Venezuela,VEN,2017,1.6119594231307666
Vietnam,VNM,2012,1.2577763069254089
Vietnam,VNM,2017,1.229130491123086
Wales,,2012,0.9536395873771659
Wales,,2017,0.95551330565074
Western Europe,,2012,1.3110622341965557
Western Europe,,2017,1.2166450651817606
Western Sub-Saharan Africa,,2012,0.5662227680633464
Western Sub-Saharan Africa,,2017,0.6680309179597811
World,OWID_WRL,2012,1.4807935990671606
World,OWID_WRL,2017,1.4189188496340897
Yemen,YEM,2012,0.87872324265598
Yemen,YEM,2017,0.8912549162124646
Zambia,ZMB,2012,0.7531100054696793
Zambia,ZMB,2017,0.9811051858115415
Zimbabwe,ZWE,2012,1.7570689830709973
Zimbabwe,ZWE,2017,2.2502420327313106
