teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
240000;4;12;SLD;Jagieło Ewelina Maria;350;0.19;3.19;N;K
240000;4;13;SLD;Chadajska Aleksandra Joanna;219;0.12;1.99;N;K
240000;4;14;SLD;Gaik Marek Sławek;622;0.34;5.66;N;M
240000;5;01;PO;Zembala Marian;27275;17.42;51.74;T;K
240000;5;02;PO;Koszutska Urszula Magdalena;4294;2.74;8.15;T;K
240000;5;03;PO;Wal Mariusz Andrzej;1715;1.10;3.25;N;M
240000;5;04;PO;Kaczmarek Tomasz;1870;1.19;3.55;N;M
240000;5;05;PO;Kotala Adrianna Monika;3409;2.18;6.47;N;K
240000;5;06;PO;Zamorski Wojciech Jerzy;2526;1.61;4.79;N;M
240000;5;07;PO;Pasternak Janusz Paweł;3834;2.45;7.27;T;M
240000;5;08;PO;Zawadzka Monika Magdalena;1831;1.17;3.47;N;K
240000;5;09;PO;Kułakowska-Halota Jadwiga Stanisława;361;0.23;0.68;N;K
240000;5;10;PO;Olczak Joanna Dorota;1139;0.73;2.16;N;K
240000;5;11;PO;Karcz Bartosz Artur;1048;0.67;1.99;N;M
240000;5;12;PO;Gościniak Andrzej Jerzy;3416;2.18;6.48;N;M
240000;5;01;PSL;Pawluch Jan;2121;1.36;16.92;N;M
240000;5;02;PSL;Wolny Konstanty Marian;1080;0.69;8.61;N;M
240000;5;03;PSL;Bęben Ryszard;951;0.61;7.58;N;M
240000;5;04;PSL;Żymełka Zygmunt Stanisław;1945;1.24;15.51;N;M
240000;5;05;PSL;Kozakiewicz Martyna Dorota;772;0.49;6.16;N;K
240000;5;06;PSL;Samolej Julitta;589;0.38;4.70;N;M
240000;5;07;PSL;Stalmach Jadwiga Sabina;774;0.49;6.17;N;K
240000;5;08;PSL;Cichoń Justyna Barbara;1314;0.84;10.48;N;K
240000;5;09;PSL;Skrzypek Damian Grzegorz;958;0.61;7.64;N;M
240000;5;10;PSL;Palej Krystyna Anna;526;0.34;4.19;N;K
240000;5;11;PSL;Skworc Adam;673;0.43;5.37;N;M
240000;5;12;PSL;Mika-Hadelka Joanna Danuta;836;0.53;6.67;N;K
240000;5;01;PiS;Korfanty Bronisław Jan;14517;9.27;47.21;T;M
240000;5;02;PiS;Bednarek Tomasz Andrzej;3708;2.37;12.06;T;M
240000;5;03;PiS;Pabis Jerzy Bogusław;2239;1.43;7.28;N;M
240000;5;04;PiS;Kopczyński Zbigniew;1573;1.00;5.12;N;M
240000;5;05;PiS;Wostal Halina Zofia;1574;1.01;5.12;N;K
240000;5;06;PiS;Wróbel Teresa Maria;2662;1.70;8.66;N;K
240000;5;07;PiS;Borówka Zofia;1227;0.78;3.99;N;K
240000;5;08;PiS;Łuczak Beata Jadwiga;777;0.50;2.53;N;K
240000;5;09;PiS;Kochlik Władysława;364;0.23;1.18;N;M
240000;5;10;PiS;Kryczka Aleksander Adam;297;0.19;0.97;N;M
240000;5;11;PiS;Grobelka Janusz Piotr;1118;0.71;3.64;N;M
240000;5;12;PiS;Pajer Tomasz Robert;696;0.44;2.26;N;M
240000;5;01;SLD;Kopiec Jolanta Maria;4953;3.16;41.30;N;K
240000;5;02;SLD;Krótki Jerzy Grzegorz;989;0.63;8.25;N;M
240000;5;03;SLD;Poloczek Grzegorz Marcin;2998;1.92;25.00;N;M
240000;5;04;SLD;Czochara Mikołaj Roman;401;0.26;3.34;N;M
240000;5;05;SLD;Wiertelorz Marek Adam;222;0.14;1.85;N;M
240000;5;06;SLD;Tobór-Osadnik Katarzyna Teresa;374;0.24;3.12;N;K
240000;5;07;SLD;Copik Oliwia Justyna;465;0.30;3.88;N;K
240000;5;08;SLD;Hałgas Krystyna Maria;302;0.19;2.52;N;K
240000;5;09;SLD;Trzepizur Emilia Anna;161;0.10;1.34;N;K
240000;5;10;SLD;Nawrat Mariusz Michał;374;0.24;3.12;N;M
240000;5;11;SLD;Kumor Anna;476;0.30;3.97;N;M
240000;5;12;SLD;Patas Marek Wojciech;277;0.18;2.31;N;M
240000;6;01;PO;Salwierak Marta Maria;9318;5.36;31.04;T;K
240000;6;02;PO;Folcholc Fryderyk Krzysztof;2344;1.35;7.81;N;M
240000;6;03;PO;Panas Radosław Leszek;5661;3.25;18.86;N;M
240000;6;04;PO;Kozak-Sroka Agnieszka Katarzyna;1512;0.87;5.04;N;K
240000;6;05;PO;Kozłowski Andrzej Marcin;2180;1.25;7.26;N;M
240000;6;06;PO;Łacny Paweł Jan;854;0.49;2.85;N;M
240000;6;07;PO;Świtała Marcin;830;0.48;2.77;N;K
240000;6;08;PO;Kutak Iwona Dorota;817;0.47;2.72;N;K
240000;6;09;PO;Brzozowska Agnieszka Ewa;2054;1.18;6.84;N;K
240000;6;10;PO;Biernat Marcin;4446;2.56;14.81;N;M
240000;6;01;PSL;Gmitruk Stanisław;15184;8.73;38.85;T;M
240000;6;02;PSL;Banasiak Aleksandra;5331;3.07;13.64;N;M
240000;6;03;PSL;Podlejski Artur Mirosław;2439;1.40;6.24;N;M
240000;6;04;PSL;Klimza Witold Paweł;1435;0.83;3.67;N;M
240000;6;05;PSL;Bramora Monika Stanisława;1126;0.65;2.88;N;K
240000;6;06;PSL;Kotynia Krystian;4068;2.34;10.41;N;K
240000;6;07;PSL;Motłoch Bożena Urszula;2279;1.31;5.83;N;K
240000;6;08;PSL;Frankowicz Maciej Antoni;1392;0.80;3.56;N;M
240000;6;09;PSL;Nowak Joanna Halina;3121;1.79;7.99;N;K
240000;6;10;PSL;Adamczyk Marcin Przemysław;2705;1.56;6.92;N;M
240000;6;01;PiS;Majer Ryszard Bogdan;16627;9.56;37.38;T;M
240000;6;02;PiS;Jasińska Krystyna Wanda;9084;5.22;20.42;T;K
240000;6;03;PiS;Kocik Beata Dorota;3702;2.13;8.32;N;K
240000;6;04;PiS;Gątkiewicz Irena Maria;1353;0.78;3.04;N;K
240000;6;05;PiS;Perliński Andrzej;3229;1.86;7.26;N;M
240000;6;06;PiS;Wroński Maciej;1849;1.06;4.16;N;M
240000;6;07;PiS;Pawłowska Anna Jolanta;2871;1.65;6.46;N;K
240000;6;08;PiS;Pudełek Stanisław;490;0.28;1.10;N;M
240000;6;09;PiS;Kaptacz Anna Janina;2399;1.38;5.39;N;K
240000;6;10;PiS;Leszczyński Dariusz Krzysztof;2873;1.65;6.46;N;M
240000;6;01;SLD;Dzwonnik Stanisław Marian;12855;7.39;39.99;T;M
240000;6;02;SLD;Konieczny Wojciech Jan;6791;3.90;21.13;N;M
240000;6;03;SLD;Adamkiewicz Janusz Stefan;2502;1.44;7.78;N;M
240000;6;04;SLD;Górna Joanna Janina;2441;1.40;7.59;N;K
240000;6;05;SLD;Grądys Magdalena Barbara;1480;0.85;4.60;N;K
240000;6;06;SLD;Skorek Agnieszka Wioletta;2132;1.23;6.63;N;K
240000;6;07;SLD;Gałwa-Widera Monika Iwona;644;0.37;2.00;N;K
240000;6;08;SLD;Brzęczek Krzysztof Robert;959;0.55;2.98;N;M
240000;6;09;SLD;Kaptacz Joanna Katarzyna;1068;0.61;3.32;N;K
240000;6;10;SLD;Ogończyk Mariusz Dominik;1272;0.73;3.96;N;M
240000;7;01;PO;Mazur Mirosław Jerzy;18790;8.78;33.25;T;M
240000;7;02;PO;Potępa Maria Barbara;9575;4.47;16.94;T;K
240000;7;03;PO;Lubas Adam;3623;1.69;6.41;N;M
240000;7;04;PO;Woźniak Lehnort Elwira Anna;5028;2.35;8.90;N;K
240000;7;05;PO;Węgrzynowicz Aldona Katarzyna;3502;1.64;6.20;N;K
240000;7;06;PO;Grela Jan Wojciech;4227;1.97;7.48;N;M
240000;7;07;PO;Rusek Halina Zofia;2207;1.03;3.91;N;K
240000;7;08;PO;Piech Piotr Ireneusz;1139;0.53;2.02;N;M
240000;7;09;PO;Hermanowicz Zbigniew Stefan;860;0.40;1.52;N;M
240000;7;10;PO;Stolarska Anna Agnieszka;2792;1.30;4.94;N;K
240000;7;11;PO;Mizera Wojciech Jan;1188;0.55;2.10;N;M
240000;7;12;PO;Rozner Aleksandra Regina;667;0.31;1.18;N;K
240000;7;13;PO;Wyprzał Klaudia;1218;0.57;2.16;N;M
240000;7;14;PO;Janus Bogusław Marian;1691;0.79;2.99;N;M
240000;7;01;PSL;Dąbrowa Stanisław;10240;4.78;36.72;T;K
240000;7;02;PSL;Pawelec Mariusz;2350;1.10;8.43;N;M
240000;7;03;PSL;Ślusarczyk Joanna Jadwiga;2746;1.28;9.85;N;K
240000;7;04;PSL;Zimnik Grzegorz Edward;1489;0.70;5.34;N;M
240000;7;05;PSL;Iwon Ewa Anna;1181;0.55;4.23;N;K
240000;7;06;PSL;Szlachta Krzysztof;2287;1.07;8.20;N;K
240000;7;07;PSL;Wieczorek Bożena Janina;1821;0.85;6.53;N;K
240000;7;08;PSL;Anczyk Edmund Stanisław;336;0.16;1.20;N;M
240000;7;09;PSL;Kleszcz Anna Maria;1249;0.58;4.48;N;K
240000;7;10;PSL;Janik Bogdan;622;0.29;2.23;N;M
240000;7;11;PSL;Masłowska Magdalena;1143;0.53;4.10;N;K
240000;7;12;PSL;Dusza Paweł Jerzy;1095;0.51;3.93;N;M
240000;7;13;PSL;Socholik Violetta Helena;391;0.18;1.40;N;K
240000;7;14;PSL;Jaklewicz Leszek Janusz;939;0.44;3.37;N;M
240000;7;01;PiS;Wójcik Michał Marek;16215;7.57;36.29;T;M
240000;7;02;PiS;Grabowski Arkadiusz Jakub;4057;1.89;9.08;T;M
240000;7;03;PiS;Zarychta-Surówka Małgorzata Wioletta;4049;1.89;9.06;N;K
240000;7;04;PiS;Dubiel Andrzej Marcin;2516;1.18;5.63;N;M
240000;7;05;PiS;Materla Maria;2904;1.36;6.50;N;K
240000;7;06;PiS;Kozłowski Rafał Tomasz;2441;1.14;5.46;N;M
240000;7;07;PiS;Kiepura Mirosław Stanisław;1361;0.64;3.05;N;M
240000;7;08;PiS;Curyło Łukasz;2723;1.27;6.09;N;M
240000;7;09;PiS;Straszak Bartosz Jarosław;2406;1.12;5.39;N;M
240000;7;10;PiS;Romaniak Monika Maria;830;0.39;1.86;N;K
240000;7;11;PiS;Dors Gabriel;1898;0.89;4.25;N;M
240000;7;12;PiS;Sroka Andrzej Wiesław;910;0.42;2.04;N;M
240000;7;13;PiS;Welon Grażyna Danuta;1035;0.48;2.32;N;K
240000;7;14;PiS;Stefaniak-Pietrasz Ewa;1332;0.62;2.98;N;M
240000;7;01;SLD;Karolczak Kazimierz;9936;4.64;23.44;T;M
240000;7;02;SLD;Czarski Michał Adam;7354;3.43;17.35;T;M
240000;7;03;SLD;Bazylak Marcin;6373;2.98;15.03;N;M
240000;7;04;SLD;Ochęduszko-Ludwik Małgorzata Agata;4927;2.30;11.62;N;K
240000;7;05;SLD;Kozieł Marek Jacek;3490;1.63;8.23;N;M
240000;7;06;SLD;Klos Marcin Sławomir;660;0.31;1.56;N;M
240000;7;07;SLD;Czerkawski Wacław Jacek;1106;0.52;2.61;N;M
240000;7;08;SLD;Łatak Stefan Paweł;2404;1.12;5.67;N;M
240000;7;09;SLD;Jakóbczyk Kazimierz Grzegorz;919;0.43;2.17;N;M
240000;7;10;SLD;Biedak Anna Helena;1640;0.77;3.87;N;K
240000;7;11;SLD;Włosek Paulina Dominika;690;0.32;1.63;N;K
240000;7;12;SLD;Adamczyk Karolina Olga;1389;0.65;3.28;N;K
240000;7;13;SLD;Drejowicz Justyna Dorota;444;0.21;1.05;N;K
240000;7;14;SLD;Kempny Zdzisław;1063;0.50;2.51;N;M
260000;1;01;PO;SZAGINIAN GRIGOR;4922;4.18;30.92;T;M
260000;1;02;PO;WILCZYŃSKI JAROSŁAW ZBIGNIEW;2323;1.97;14.59;N;M
260000;1;03;PO;ZYCH TOMASZ WŁADYSŁAW;1513;1.29;9.50;N;M
260000;1;04;PO;KOSTYRA ZENON ADAM;413;0.35;2.59;N;M
260000;1;05;PO;OSUCH MARIAN;708;0.60;4.45;N;M
260000;1;06;PO;GATKOWSKA ANNA BARBARA;655;0.56;4.11;N;M
260000;1;07;PO;OSTATKIEWICZ KRYSTYNA TERESA;245;0.21;1.54;N;M
260000;1;08;PO;BREZDEŃ WALDEMAR;1307;1.11;8.21;N;M
260000;1;09;PO;DYKA STANISŁAWA;706;0.60;4.43;N;M
260000;1;10;PO;STOLTZ ANNA MARIANNA;484;0.41;3.04;N;M
260000;1;11;PO;WARDA ROBERT GRZEGORZ;370;0.31;2.32;N;M
260000;1;12;PO;CHODA EWA GRAŻYNA;432;0.37;2.71;N;M
260000;1;13;PO;BRYK TADEUSZ;436;0.37;2.74;N;M
260000;1;14;PO;PLASKOTA PRZEMYSŁAW JAN;322;0.27;2.02;N;M
260000;1;15;PO;KWIATKOWSKA EWA;718;0.61;4.51;N;M
260000;1;16;PO;JAKUBOWSKI WŁODZIMIERZ;365;0.31;2.29;N;M
260000;1;01;PSL;KOTOWSKI KAZIMIERZ JERZY;16561;14.07;27.82;T;M
260000;1;02;PSL;BĄK ARKADIUSZ;4115;3.49;6.91;T;M
260000;1;03;PSL;BORZĘCKI WOJCIECH TOMASZ;4925;4.18;8.27;T;M
260000;1;04;PSL;GRABOWSKI IZYDOR BRONISŁAW;7040;5.98;11.83;T;M
260000;1;05;PSL;ADAMCZYK MARIA JANINA;2484;2.11;4.17;N;M
260000;1;06;PSL;SWAJDA ANDRZEJ;4031;3.42;6.77;T;M
260000;1;07;PSL;RAMUS TOMASZ;2572;2.18;4.32;N;M
260000;1;08;PSL;DUDA BEATA MAŁGORZATA;2232;1.90;3.75;N;M
260000;1;09;PSL;FOREMNIAK RENATA JADWIGA;625;0.53;1.05;N;M
260000;1;10;PSL;ŻUGAJ MAŁGORZATA MARIA;2698;2.29;4.53;N;M
260000;1;11;PSL;WAWRZKIEWICZ WŁODZIMIERZ;1707;1.45;2.87;N;M
260000;1;12;PSL;KOMINEK JACEK;2217;1.88;3.72;N;M
260000;1;13;PSL;SZKRZYPCZAK KRYSTYNA MARIA;460;0.39;0.77;N;M
260000;1;14;PSL;MICHALEC MONIKA MAŁGORZATA;1753;1.49;2.95;N;M
260000;1;15;PSL;DASIOS PIOTR PARIS;2690;2.28;4.52;N;M
260000;1;16;PSL;BIEŃ EWELINA JANINA;3409;2.90;5.73;N;M
260000;1;01;PiS;KRYJ ANDRZEJ MICHAŁ;7937;6.74;28.85;T;M
260000;1;02;PiS;CIEŚLAK MICHAŁ;1571;1.33;5.71;N;M
260000;1;03;PiS;KRAKOWIAK PAWEŁ JERZY;2196;1.87;7.98;N;M
260000;1;04;PiS;SOCHA GRZEGORZ;2448;2.08;8.90;N;M
260000;1;05;PiS;STRZAŁA MAREK;2489;2.11;9.05;T;M
260000;1;06;PiS;STĘPIEŃ DOROTA EWA;1978;1.68;7.19;N;M
260000;1;07;PiS;PIETRZKIEWICZ DOROTA ALICJA;707;0.60;2.57;N;M
260000;1;08;PiS;KRUSZEC-NOWIŃSKA DOROTA JADWIGA;1040;0.88;3.78;N;M
260000;1;09;PiS;SŁODKOWSKI JACENTY JAN;973;0.83;3.54;N;M
260000;1;10;PiS;GAJEK ANDRZEJ ZBIGNIEW;1103;0.94;4.01;N;M
260000;1;11;PiS;KOWALCZYK ANNA;935;0.79;3.40;N;M
260000;1;12;PiS;FORC RENATA ANNA;438;0.37;1.59;N;M
260000;1;13;PiS;MAŁOBĘCKI JÓZEF FELIKS;1094;0.93;3.98;N;M
260000;1;14;PiS;RYCOMBEL CZESŁAW;580;0.49;2.11;N;M
260000;1;15;PiS;SOŁTYKA ANDRZEJ BOGDAN;623;0.53;2.26;N;M
260000;1;16;PiS;KARASIŃSKA-KOZŁOWSKA DOROTA EWA;1403;1.19;5.10;N;M
260000;1;01;SLD;GRABOWSKI JÓZEF;4339;3.69;51.39;N;M
260000;1;02;SLD;CISZKIEWICZ MARCIN;507;0.43;6.00;N;M
260000;1;03;SLD;SZEJNA-WRZESZCZ IZABELA MARIA;417;0.35;4.94;N;M
260000;1;04;SLD;GIL JANUSZ;607;0.52;7.19;N;M
260000;1;05;SLD;GĄSKA GRZEGORZ MARIUSZ;244;0.21;2.89;N;M
260000;1;06;SLD;SADKOWSKA EWELINA;269;0.23;3.19;N;M
260000;1;07;SLD;SOJDA TOMASZ JAN;168;0.14;1.99;N;M
260000;1;08;SLD;LEŚKO KATARZYNA;324;0.28;3.84;N;M
260000;1;09;SLD;FULARA ADRIAN TOMASZ;153;0.13;1.81;N;M
260000;1;10;SLD;KACZMARCZYK ZUZANNA TERESA;147;0.12;1.74;N;M
260000;1;11;SLD;WYPYCH MARIA;182;0.15;2.16;N;M
260000;1;12;SLD;PRZYŁUCKI MARCIN ROMAN;385;0.33;4.56;N;M
260000;1;13;SLD;UTNIK-KOWALCZYK JOANNA;114;0.10;1.35;N;M
260000;1;14;SLD;MYŚLIWIEC MAŁGORZATA JANINA;130;0.11;1.54;N;M
260000;1;15;SLD;CHUCHMAŁA MARIUSZ KRZYSZTOF;203;0.17;2.40;N;M
260000;1;16;SLD;SKUZA JAROSŁAW;254;0.22;3.01;N;M
260000;2;01;PO;MAĆKOWIAK JAN SŁAWOMIR;5607;6.10;28.85;T;M
260000;2;02;PO;MATERA JACEK STANISŁAW;1662;1.81;8.55;N;M
260000;2;03;PO;NOSOWICZ RYSZARD STANISŁAW;1388;1.51;7.14;N;M
260000;2;04;PO;OŻÓG MARCIN;2383;2.59;12.26;N;M
260000;2;05;PO;TKACZYK CEZARY TOMASZ;2119;2.30;10.90;N;M
260000;2;06;PO;GARBALA JOLANTA HELENA;1080;1.17;5.56;N;M
260000;2;07;PO;KUBAŁA JAROSŁAW;696;0.76;3.58;N;M
260000;2;08;PO;KUŹDUB AGATA KRYSTYNA;1386;1.51;7.13;N;M
260000;2;09;PO;TUNIA-NIEWCZAS ELŻBIETA EWA;673;0.73;3.46;N;M
260000;2;10;PO;PLEWA PAULINA KINGA;435;0.47;2.24;N;M
260000;2;11;PO;SCHABOWSKA EDYTA LIDIA;1001;1.09;5.15;N;M
260000;2;12;PO;STACIWA GRAŻYNA;1004;1.09;5.17;N;M
260000;2;01;PSL;STĘPIEŃ WIESŁAW ZBIGNIEW;5869;6.38;21.05;T;M
260000;2;02;PSL;PŁUSA WOJCIECH;3306;3.59;11.85;N;M
260000;2;03;PSL;NAPIERAŁA BEATA JOLANTA;4771;5.19;17.11;T;M
260000;2;04;PSL;KĘPIŃSKI RYSZARD WITOLD;2431;2.64;8.72;N;M
260000;2;05;PSL;JASKROS BOŻENA;1175;1.28;4.21;N;M
260000;2;06;PSL;JAROS-URBANIAK ANNA TERESA;1367;1.49;4.90;N;M
260000;2;07;PSL;JAKUBOWSKA BEATA IWONA;2739;2.98;9.82;N;M
260000;2;08;PSL;PIASTA-SIECHOWICZ JOANNA MARIA;1227;1.33;4.40;N;M
260000;2;09;PSL;KLAMCZYŃSKA WIOLETTA;1648;1.79;5.91;N;M
260000;2;10;PSL;MICHNOWSKA-MAŁEK KATARZYNA MAGDALENA;477;0.52;1.71;N;M
260000;2;11;PSL;FABISZEWSKI MARIUSZ;993;1.08;3.56;N;M
260000;2;12;PSL;KUMEK ERNEST GRZEGORZ;1884;2.05;6.76;N;M
260000;2;01;PiS;PRUŚ ANDRZEJ PIOTR;6629;7.21;23.59;T;M
260000;2;02;PiS;WRONA WALDEMAR KRZYSZTOF;5418;5.89;19.28;T;M
260000;2;03;PiS;BURAS AGNIESZKA DOROTA;3686;4.01;13.12;N;M
260000;2;04;PiS;TARCZYŃSKI DOMINIK;2882;3.13;10.26;N;M
260000;2;05;PiS;SIKORA TADEUSZ;1526;1.66;5.43;N;M
260000;2;06;PiS;STANISŁAWSKA WANDA TERESA;280;0.30;1.00;N;M
260000;2;07;PiS;NOWAK DARIUSZ FRANCISZEK;1079;1.17;3.84;N;M
260000;2;08;PiS;MAŁKIEWICZ MONIKA;424;0.46;1.51;N;M
260000;2;09;PiS;PRZYGODZKA URSZULA;1379;1.50;4.91;N;M
260000;2;10;PiS;KOWALSKI DARIUSZ ANTONI;806;0.88;2.87;N;M
260000;2;11;PiS;KORYCIŃSKA ALDONA MARIA;586;0.64;2.09;N;M
260000;2;12;PiS;SŁOKA PIOTR GRZEGORZ;3403;3.70;12.11;N;M
260000;2;01;SLD;MAZUR WALDEMAR JAN;2144;2.33;21.35;N;M
260000;2;02;SLD;KLEPACZ TADEUSZ JAN;1510;1.64;15.03;N;M
260000;2;03;SLD;MARCZEWSKI SŁAWOMIR SZCZEPAN;3203;3.48;31.89;T;M
260000;2;04;SLD;SZUMIELEWICZ MAŁGORZATA;496;0.54;4.94;N;M
260000;2;05;SLD;GOŁĘBSKA ANETA EWA;958;1.04;9.54;N;M
260000;2;06;SLD;SAPIEJA DARIUSZ;158;0.17;1.57;N;M
260000;2;07;SLD;NOWEK MONIKA ANNA;353;0.38;3.51;N;M
260000;2;08;SLD;LASEK MAŁGORZATA;368;0.40;3.66;N;M
260000;2;09;SLD;CUPER IZABELA ANNA;109;0.12;1.09;N;M
260000;2;10;SLD;NIEWCZAS ŁUKASZ MARIUSZ;284;0.31;2.83;N;M
260000;2;11;SLD;ŚLUSARCZYK MAGDALENA;187;0.20;1.86;N;M
260000;2;12;SLD;TERSA PAULINA;274;0.30;2.73;N;M
260000;3;01;PO;ŚWIERCZ GRZEGORZ MACIEJ;7879;5.59;36.72;T;M
260000;3;02;PO;ŚWIT GRZEGORZ SŁAWOMIR;3960;2.81;18.46;N;M
260000;3;03;PO;KUBIEC ARKADIUSZ JACEK;1351;0.96;6.30;N;M
260000;3;04;PO;ORACZ MAŁGORZATA HONORATA;1029;0.73;4.80;N;M
260000;3;05;PO;SKIBA GRZEGORZ STANISŁAW;2234;1.58;10.41;N;M
260000;3;06;PO;SZKONTER GRAŻYNA;246;0.17;1.15;N;M
260000;3;07;PO;DREZNO KAMILA MARIA;479;0.34;2.23;N;M
260000;3;08;PO;WOŁOCH MAREK ANDRZEJ;293;0.21;1.37;N;M
260000;3;09;PO;KRÓL MAŁGORZATA TERESA;557;0.39;2.60;N;M
260000;3;10;PO;ZAREMBA KRZYSZTOF;386;0.27;1.80;N;M
260000;3;11;PO;KRAKOWSKA DOROTA;342;0.24;1.59;N;M
260000;3;12;PO;PAWŁOWSKA EWELINA BARBARA;248;0.18;1.16;N;M
260000;3;13;PO;PALACZ ZBIGNIEW RYSZARD;433;0.31;2.02;N;M
260000;3;14;PO;WAJDA WILHELM KAZIMIERZ;166;0.12;0.77;N;M
260000;3;15;PO;STĘPIEŃ DARIUSZ GRZEGORZ;363;0.26;1.69;N;M
260000;3;16;PO;OLSZEWSKI JACEK ADAM;248;0.18;1.16;N;M
260000;3;17;PO;RYSIŃSKA MAŁGORZATA;387;0.27;1.80;N;M
260000;3;18;PO;LIPA ADRIAN JAN;854;0.61;3.98;N;M
260000;3;01;PSL;ŻOŁĄDEK PIOTR BOGUSŁAW;13413;9.51;25.26;T;M
260000;3;02;PSL;GAŁUSZKA GRZEGORZ ANDRZEJ;6902;4.89;13.00;T;M
260000;3;03;PSL;RYBCZYK JOLANTA HALINA;2318;1.64;4.37;N;M
260000;3;04;PSL;KĘDZIERSKA MAGDALENA DOROTA;1566;1.11;2.95;N;M
260000;3;05;PSL;MARCZEWSKA MARZENA ANNA;1080;0.77;2.03;N;M
260000;3;06;PSL;KOWALCZYK JACEK TOMASZ;2409;1.71;4.54;N;M
260000;3;07;PSL;ŻAK IRENEUSZ STANISŁAW;2981;2.11;5.61;N;M
260000;3;08;PSL;STANIOCH MAŁGORZATA MARIA;5902;4.18;11.12;T;M
260000;3;09;PSL;CYRAN ANNA ELŻBIETA;1125;0.80;2.12;N;M
260000;3;10;PSL;SZPAK RAFAŁ MARIAN;1350;0.96;2.54;N;M
260000;3;11;PSL;MEDUCKI ZBIGNIEW PAWEŁ;1183;0.84;2.23;N;M
260000;3;12;PSL;ADAMCZYK-KRUPSKA DOROTA ELŻBIETA;1058;0.75;1.99;N;M
260000;3;13;PSL;PANKOWSKI DARIUSZ;3323;2.36;6.26;N;M
260000;3;14;PSL;WÓJCIK-DANILUK KRYSTYNA MARIA;268;0.19;0.50;N;M
260000;3;15;PSL;MAZUR ANDRZEJ SŁAWOMIR;1060;0.75;2.00;N;M
260000;3;16;PSL;ŁYSAK KRZYSZTOF ROBERT;1060;0.75;2.00;N;M
260000;3;17;PSL;ŚWIECZKO RAFAŁ MICHAŁ;793;0.56;1.49;N;M
260000;3;18;PSL;JARUBAS KRYSTIAN STEFAN;5305;3.76;9.99;T;M
260000;3;01;PiS;KOZA JANUSZ ADAM;14639;10.38;36.74;T;M
260000;3;02;PiS;GĘBSKI MIECZYSŁAW;3901;2.77;9.79;T;M
260000;3;03;PiS;ZBRÓG TOMASZ STANISŁAW;3667;2.60;9.20;N;M
260000;3;04;PiS;MĄDZIK KAZIMIERZ LEOPOLD;2340;1.66;5.87;N;M
260000;3;05;PiS;LATOSIŃSKI BOGDAN JAN;5304;3.76;13.31;T;M
260000;3;06;PiS;MAŁAS ZOFIA;1188;0.84;2.98;N;M
260000;3;07;PiS;OETTINGEN URSZULA MARTA;1111;0.79;2.79;N;M
260000;3;08;PiS;CECOT HALINA ELŻBIETA;455;0.32;1.14;N;M
260000;3;09;PiS;SAYOR EWA JADWIGA;806;0.57;2.02;N;M
260000;3;10;PiS;KUCHARCZYK ANNA DOROTA;627;0.44;1.57;N;M
260000;3;11;PiS;ŻEBER-DZIKOWSKA ILONA MARIA;361;0.26;0.91;N;M
260000;3;12;PiS;GODEK IWONA ELŻBIETA;531;0.38;1.33;N;M
260000;3;13;PiS;PAZERA GRAŻYNA MARIA;607;0.43;1.52;N;M
260000;3;14;PiS;ADAMCZYK ANNA DANUTA;584;0.41;1.47;N;M
260000;3;15;PiS;PIĄTEK ANNA IZABELA;1094;0.78;2.75;N;M
260000;3;16;PiS;NOWAK MAREK;733;0.52;1.84;N;M
260000;3;17;PiS;BĘBEN MARCIN JÓZEF;733;0.52;1.84;N;M
260000;3;18;PiS;SZYSZKOWSKI STANISŁAW;1169;0.83;2.93;N;M
260000;3;01;SLD;MILCARZ HENRYK MIECZYSŁAW;8917;6.32;54.86;T;M
260000;3;02;SLD;SALETRA WOJCIECH JAROSŁAW;737;0.52;4.53;N;M
260000;3;03;SLD;SUCHAŃSKI KAMIL JERZY;3090;2.19;19.01;N;M
260000;3;04;SLD;KOT MICHAŁ KRZYSZTOF;714;0.51;4.39;N;M
260000;3;05;SLD;JÓŹWIK TADEUSZ TOMASZ;578;0.41;3.56;N;M
260000;3;06;SLD;SKRĘTEK ANDRZEJ;429;0.30;2.64;N;M
260000;3;07;SLD;CIESIELSKI ROBERT JAROSŁAW;259;0.18;1.59;N;M
260000;3;08;SLD;SNOPEK JOANNA SYLWIA;278;0.20;1.71;N;M
260000;3;09;SLD;SZCZYGIELSKI JANUSZ HENRYK;115;0.08;0.71;N;M
260000;3;10;SLD;DZIANOK JOANNA BARBARA;64;0.05;0.39;N;M
260000;3;11;SLD;WALASEK KRYSTYNA;118;0.08;0.73;N;M
260000;3;12;SLD;ORLIŃSKA MAGDALENA AGNIESZKA;200;0.14;1.23;N;M
260000;3;13;SLD;NOWAK JOANNA ŻANETA;158;0.11;0.97;N;M
260000;3;14;SLD;ZAPAŁA ŁUKASZ STANISŁAW;94;0.07;0.58;N;M
260000;3;15;SLD;KWIECIEŃ BERNADETTA;103;0.07;0.63;N;M
260000;3;16;SLD;MATUS EDWARD;36;0.03;0.22;N;M
260000;3;17;SLD;GAJEK ANNA MARIOLA;155;0.11;0.95;N;M
260000;3;18;SLD;SZULAR SONIA PATRYCJA;210;0.15;1.29;N;M
260000;4;01;PO;IRLA JADWIGA JÓZEFA;3095;2.76;36.67;N;M
