teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec;terytMZ;mzam
040000;3;01;SLD;WENDERLICH Jerzy Jan;11157;8.97;80.24;N;M;046301;Toruń
040000;3;02;SLD;JAKUBIAK Krzysztof Marek;450;0.36;3.24;N;M;046201;Grudziądz
040000;3;03;SLD;ZAWADZKA Henryka;806;0.65;5.80;N;K;040501;Golub-Dobrzyń
040000;3;04;SLD;MAŁKIEWICZ Maria Stanisława;447;0.36;3.21;N;K;040203;Szabda
040000;3;05;SLD;WOJCIECHOWSKA Bożena;415;0.33;2.98;N;K;041701;Wąbrzeźno
040000;3;06;SLD;LEWCZUK Leszek Jerzy;279;0.22;2.01;N;M;041204;Głowińsk
040000;3;07;SLD;HAPKA Katarzyna Ewa;350;0.28;2.52;N;K;040601;Wałdowo Szlacheckie
040000;4;01;PO;CAŁBECKI Piotr Franciszek;68542;49.33;84.16;T;M;046301;Toruń
040000;4;02;PO;WARCZYGŁOWA Jacek Waldemar;1021;0.73;1.25;N;M;046301;Toruń
040000;4;03;PO;PLUCIŃSKI Leszek Stanisław;3675;2.64;4.51;T;M;041501;Chełmża
040000;4;04;PO;LUBAŃSKA Katarzyna Anna;3371;2.43;4.14;T;K;040401;Chełmno
040000;4;05;PO;RZEPKA Aneta;1425;1.03;1.75;N;K;041504;Grębocin
040000;4;06;PO;KASPROWICZ Grażyna Maria;630;0.45;0.77;N;K;041503;Czernikowo
040000;4;07;PO;GAJEWSKI Jacek;2780;2.00;3.41;T;M;046301;Toruń
040000;4;01;PSL;GROSS Andrzej Ignacy;1910;1.37;44.91;N;M;041507;Brzozówka
040000;4;02;PSL;CIESZYŃSKI Paweł;805;0.58;18.93;N;M;041507;Łążynek
040000;4;03;PSL;ŁUCZAK Tomasz;439;0.32;10.32;N;M;046301;Toruń
040000;4;04;PSL;POCIŻNICKA Małgorzata Bogumiła;299;0.22;7.03;N;K;046301;Toruń
040000;4;05;PSL;KUBCZAK-KOSICKA Anna Maria;201;0.14;4.73;N;K;046301;Toruń
040000;4;06;PSL;WZOREK Stanisław Jan;317;0.23;7.45;N;M;041502;Zelgno Bezdół
040000;4;07;PSL;SMEJA Sabina;282;0.20;6.63;N;K;040402;Ostrów Świecki
040000;4;01;PiS;PRZYBYLSKI Przemysław Tomasz;19556;14.07;56.89;T;M;041509;Stary Toruń
040000;4;02;PiS;KAŁUŻNY Mariusz Piotr;6853;4.93;19.93;N;M;041501;Chełmża
040000;4;03;PiS;ŁUKASZEWSKA Anna;2920;2.10;8.49;N;K;046301;Toruń
040000;4;04;PiS;SZWED Anna Bożena;1365;0.98;3.97;N;K;040407;Unisław
040000;4;05;PiS;SZARSZEWSKI Jacek Ryszard;1023;0.74;2.98;N;M;041507;Głogowo
040000;4;06;PiS;ŚWIATKOWSKA Barbara;876;0.63;2.55;N;K;040402;Kolno
040000;4;07;PiS;ŚWITALSKI Wojciech;1784;1.28;5.19;N;M;041507;Brzozówka
040000;4;01;SLD;OSIŃSKA Magdalena Beata;2235;1.61;50.06;N;K;046301;Toruń
040000;4;02;SLD;AUGUSTINOWICZ Czesława Janina;561;0.40;12.56;N;K;040403;Brzozowo
040000;4;03;SLD;KRUSZYŃSKI Tomasz;684;0.49;15.32;N;M;041507;Silno
040000;4;04;SLD;JUSZCZYK Stanisław;192;0.14;4.30;N;M;046301;Toruń
040000;4;05;SLD;FUNDELA Danuta Kazimiera;162;0.12;3.63;N;K;041507;Silno
040000;4;06;SLD;GLINKA Bożena Zofia;244;0.18;5.46;N;K;041509;Górsk
040000;4;07;SLD;ZIÓŁKOWSKI Józef;387;0.28;8.67;N;M;046301;Toruń
040000;5;01;PO;PINIEWSKA Elżbieta Genowefa;16949;12.28;46.33;T;K;040701;Inowrocław
040000;5;02;PO;SZCZĘSNY Wojciech;10692;7.75;29.23;T;M;041902;Oćwieka
040000;5;03;PO;WASZAK Jakub;2181;1.58;5.96;N;M;040904;Łąkie
040000;5;04;PO;MŁODECKI Juliusz Jakub;1413;1.02;3.86;N;M;041004;Radzicz
040000;5;05;PO;SZYDŁOWSKI Grzegorz Stanisław;883;0.64;2.41;N;M;040701;Inowrocław
040000;5;06;PO;BRZEZIŃSKA Olga;2100;1.52;5.74;N;K;040705;Broniewice
040000;5;07;PO;KOWAL Lidia Małgorzata;2363;1.71;6.46;N;K;041901;Barcin
040000;5;01;PSL;KURZAWA Dariusz;16581;12.01;46.17;T;M;040902;Rzeszynek
040000;5;02;PSL;KIERZEK Ryszard Franciszek;5281;3.83;14.71;N;M;041903;Janowiec-Wieś
040000;5;03;PSL;DOMŻAŁA Marek Daniel;7506;5.44;20.90;N;M;041005;Szubin
040000;5;04;PSL;PALUSZAK Danuta Maria;801;0.58;2.23;N;K;040701;Inowrocław
040000;5;05;PSL;PAZDERSKA Aleksandra Beata;771;0.56;2.15;N;K;041003;Potulice
040000;5;06;PSL;BUZAŁA Barbara Maria;1603;1.16;4.46;N;K;040903;Świerkówiec
040000;5;07;PSL;PATALAS Eligiusz;3369;2.44;9.38;N;M;040701;Inowrocław
040000;5;01;PiS;GAWĘDA Jerzy Marek;12632;9.15;34.62;T;M;040704;Góra
040000;5;02;PiS;MAĆKOWSKA Anna Maria;6791;4.92;18.61;N;K;041003;Nakło nad Notecią
040000;5;03;PiS;NOWACKI Michał Czesław;2467;1.79;6.76;N;M;041906;Żnin
040000;5;04;PiS;ZABŁOCKA Maria;2545;1.84;6.97;N;K;041902;Gogółkowo
040000;5;05;PiS;ŁUCZAK Stefan Nikodem;2269;1.64;6.22;N;M;040701;Inowrocław
040000;5;06;PiS;BANASZAK Adam Heliodor;6821;4.94;18.69;T;M;040703;Więcławice
040000;5;07;PiS;KOŁODZIEJ Jolanta;2967;2.15;8.13;N;K;040706;Kruszwica
040000;5;01;SLD;GROBELNY Henryk Wincenty;4135;3.00;36.83;N;M;041001;Suchoręcz
040000;5;02;SLD;DOMAŃSKI Ryszard;1566;1.13;13.95;N;M;040701;Inowrocław
040000;5;03;SLD;RUCIŃSKA Małgorzata Maria;1608;1.17;14.32;N;K;041003;Nakło nad Notecią
040000;5;04;SLD;SZADOWSKA Urszula Elżbieta;703;0.51;6.26;N;K;040701;Inowrocław
040000;5;05;SLD;WOŹNIAK Maria Jolanta;1168;0.85;10.40;N;K;041901;Piechcin
040000;5;06;SLD;SZCZEPAŃSKI Henryk;826;0.60;7.36;N;M;041901;Barcin
040000;5;07;SLD;TWARUŻEK Tadeusz Stanisław;1222;0.89;10.88;N;M;040904;Strzelno
040000;6;01;PO;KOPYŚĆ Sławomir Andrzej;13352;9.61;48.12;T;M;046401;Włocławek
040000;6;02;PO;STĘPNIEWSKA Bożena Teresa;3902;2.81;14.06;N;K;046401;Włocławek
040000;6;03;PO;BUZANOWSKA Grażyna Maria;1470;1.06;5.30;N;K;041804;Wieniec-Zalesie
040000;6;04;PO;TROJANOWSKI Mariusz Ryszard;3667;2.64;13.22;N;M;040101;Aleksandrów Kujawski
040000;6;05;PO;PIETRZAK Grzegorz Marian;1938;1.39;6.98;N;M;041105;Piotrków Kujawski
040000;6;06;PO;RADOWSKA Agnieszka Elżbieta;1466;1.05;5.28;N;K;046401;Włocławek
040000;6;07;PO;ORBACZEWSKA Teresa;1952;1.40;7.03;N;K;040804;Szpiegowo
040000;6;01;PSL;JĘDRZEJEWSKA Aneta;15014;10.80;58.73;T;K;040806;Borek
040000;6;02;PSL;POLITOWSKI Dariusz;3465;2.49;13.55;N;M;046401;Włocławek
040000;6;03;PSL;KULIŃSKI Wojciech Jerzy;979;0.70;3.83;N;M;040805;Kikół
040000;6;04;PSL;KWAPIŃSKI Witold;585;0.42;2.29;N;M;046401;Włocławek
040000;6;05;PSL;JANKOWSKA Małgorzata;2279;1.64;8.92;N;K;040104;Stara Wieś
040000;6;06;PSL;SOSNOWSKI Zygmunt;1508;1.09;5.90;N;M;041105;Piotrków Kujawski
040000;6;07;PSL;KIERZKOWSKA Ewa Sławomira;1733;1.25;6.78;N;K;046401;Włocławek
040000;6;01;PiS;JARANOWSKI Wojciech;14129;10.17;32.95;T;M;046401;Włocławek
040000;6;02;PiS;SOBOLEWSKI Rafał Władysław;7989;5.75;18.63;T;M;046401;Włocławek
040000;6;03;PiS;KRAJEWSKI Mirosław;3446;2.48;8.04;N;M;040201;Brodnica
040000;6;04;PiS;JASZCZAK Edyta Maria;2503;1.80;5.84;N;K;040104;Rożno-Parcele
040000;6;05;PiS;ŚLEDZIŃSKA-BĘDKOWSKA Anna;2326;1.67;5.42;N;K;041104;Osięciny
040000;6;06;PiS;WIŚNIEWSKI Andrzej;4586;3.30;10.70;N;M;040806;Barany
040000;6;07;PiS;GEMBICKA Anna Urszula;7898;5.68;18.42;N;K;046401;Włocławek
040000;6;01;SLD;PAWLAK Stanisław;12865;9.26;59.96;T;M;041812;Lubraniec
040000;6;02;SLD;CZAJKOWSKA Grażyna Stanisława;1548;1.11;7.21;N;K;046401;Włocławek
040000;6;03;SLD;WYSOCKI Jerzy Jan;1684;1.21;7.85;N;M;040804;Lenie Wielkie
040000;6;04;SLD;KOZIŃSKI Marek Tadeusz;1595;1.15;7.43;N;M;046401;Włocławek
040000;6;05;SLD;SZCZUROWSKA Inez Justyna;1057;0.76;4.93;N;K;041105;Piotrków Kujawski
040000;6;06;SLD;JAWORSKI Dariusz Włodzimierz;1233;0.89;5.75;N;M;040102;Ciechocinek
040000;6;07;SLD;TURSKA Anna Zofia;1474;1.06;6.87;N;K;041810;Przywieczerzynek
060000;1;01;PO;BURY Jacek;22708;16.02;41.30;T;M;060907;Marysin
060000;1;02;PO;LISOWSKA Bożena Grażyna;10147;7.16;18.45;T;K;066301;Lublin
060000;1;03;PO;WASILEWSKI Adam Jerzy;5798;4.09;10.54;N;M;066301;Lublin
060000;1;04;PO;NABOŻNA Iwona Maria;5100;3.60;9.27;N;K;066301;Lublin
060000;1;05;PO;KOMORSKI Krzysztof;6322;4.46;11.50;T;M;066301;Lublin
060000;1;06;PO;LIPIŃSKA Emilia Eliza;2823;1.99;5.13;N;K;066301;Lublin
060000;1;07;PO;KAMIŃSKI Krzysztof Zbigniew;2089;1.47;3.80;N;M;066301;Lublin
060000;1;01;PSL;AUGUSTYNIAK Anna Jolanta;4365;3.08;50.96;N;K;066301;Lublin
060000;1;02;PSL;BIEŃKO Renata;881;0.62;10.29;N;K;066301;Lublin
060000;1;03;PSL;KICIŃSKA Kinga Dorota;852;0.60;9.95;N;K;066301;Lublin
060000;1;04;PSL;SIEK Marzena;642;0.45;7.50;N;K;066301;Lublin
060000;1;05;PSL;NOWAK Konrad Artur;636;0.45;7.43;N;M;066301;Lublin
060000;1;06;PSL;LIPIŃSKI Robert;874;0.62;10.20;N;M;066301;Lublin
060000;1;07;PSL;DOBRACZYŃSKI Mateusz Antoni;315;0.22;3.68;N;M;061410;Huta
060000;1;01;PiS;RYBA Mieczysław Stanisław;32923;23.23;61.71;T;M;066301;Lublin
060000;1;02;PiS;WOJCIECHOWSKI Zbigniew Czesław;9688;6.84;18.16;T;M;066301;Lublin
060000;1;03;PiS;BENDER-MOTYKA Bogna Maria;3207;2.26;6.01;N;K;066301;Lublin
060000;1;04;PiS;RONEK Dorota;1924;1.36;3.61;N;K;066301;Lublin
060000;1;05;PiS;NIKIEL Irmina Anna;1370;0.97;2.57;N;K;066301;Lublin
060000;1;06;PiS;MĘDYKOWSKI Czesław;708;0.50;1.33;N;M;066301;Lublin
060000;1;07;PiS;TOKARSKI Tomasz Krzysztof;3532;2.49;6.62;N;M;066301;Lublin
060000;1;01;SLD;KURCZUK Grzegorz;4462;3.15;68.34;N;M;060908;Szerokie
060000;1;02;SLD;KISZCZAK Stanisław;450;0.32;6.89;N;M;066301;Lublin
060000;1;03;SLD;KOWALSKA Barbara;465;0.33;7.12;N;K;066301;Lublin
060000;1;04;SLD;PRZECH Marcin Michał;215;0.15;3.29;N;M;066301;Lublin
060000;1;05;SLD;ROJEK Grażyna Irena;242;0.17;3.71;N;K;066301;Lublin
060000;1;06;SLD;WIECZOREK Sylwia Anna;318;0.22;4.87;N;K;066301;Lublin
060000;1;07;SLD;ORŁOWSKI Mirosław;377;0.27;5.77;N;M;066301;Lublin
060000;2;01;PO;BABISZ Krzysztof;11598;4.51;37.49;T;M;060701;Kraśnik
060000;2;02;PO;NAKONIECZNY Paweł Krzysztof;6783;2.64;21.92;N;M;061409;Gołąb
060000;2;03;PO;GŁADYSZ Krzysztof Andrzej;1148;0.45;3.71;N;M;060907;Marysin
060000;2;04;PO;LISOWSKA Anna Eliza;2945;1.14;9.52;N;K;060911;Jakubowice Konińskie
060000;2;05;PO;FERT Józef Franciszek;290;0.11;0.94;N;M;066301;Lublin
060000;2;06;PO;KALINOWSKI Andrzej Bolesław;730;0.28;2.36;N;M;061205;Opole Lubelskie
060000;2;07;PO;GUZ Sylwia Stanisława;2300;0.89;7.43;N;K;060801;Lubartów
060000;2;08;PO;ROZPĘDOWSKA Agnieszka Milena;933;0.36;3.02;N;K;061407;Góry
060000;2;09;PO;LIPNICKI Wojciech Bogdan;1074;0.42;3.47;N;M;061601;Dęblin
060000;2;10;PO;FATYGA Katarzyna;852;0.33;2.75;N;K;060905;Ćmiłów
060000;2;11;PO;DUNIA Adam Tomasz;645;0.25;2.08;N;M;061404;Wylągi
060000;2;12;PO;STEFANEK Lilla;1641;0.64;5.30;N;K;061206;Poniatowa
060000;2;01;PSL;KAPUSTA Grzegorz Krzysztof;12540;4.87;19.85;T;M;061604;Ryki
060000;2;02;PSL;RZETELSKI Piotr Sławomir;10770;4.18;17.05;T;M;061402;Baranów
060000;2;03;PSL;KOS Marek;11574;4.50;18.32;T;M;060701;Kraśnik
060000;2;04;PSL;DUDZIAK Henryk Józef;6121;2.38;9.69;N;M;060903;Bychawa
060000;2;05;PSL;SMOLARZ Henryk Józef;7436;2.89;11.77;N;M;060911;Dys
060000;2;06;PSL;SZYSZKO Grzegorz Stanisław;3743;1.45;5.93;N;M;060801;Lubartów
060000;2;07;PSL;DEC Agnieszka;4058;1.58;6.42;N;K;061205;Opole Lubelskie
060000;2;08;PSL;SOBOŃ Henryk Jerzy;887;0.34;1.40;N;M;061401;Puławy
060000;2;09;PSL;OLSZAK Anna Monika;2304;0.90;3.65;N;K;060908;Radawczyk Drugi
060000;2;10;PSL;SZKLARCZYK Marta Kazimiera;1069;0.42;1.69;N;K;060810;Kaznów-Kolonia
060000;2;11;PSL;KAMOLA Hanna Elżbieta;964;0.37;1.53;N;K;061401;Puławy
060000;2;12;PSL;MISIASZEK Magdalena;1695;0.66;2.68;N;K;060708;Józefin
060000;2;01;PiS;SOLIS Tomasz Piotr;25444;9.89;21.21;T;M;060708;Mikołajówka
060000;2;02;PiS;SZCZOT Jacek Andrzej;6896;2.68;5.75;N;M;066301;Lublin
060000;2;03;PiS;BALUCH Anna;11436;4.44;9.53;T;K;060701;Kraśnik
060000;2;04;PiS;DZIADUCH Ilona;4598;1.79;3.83;N;K;061206;Poniatowa
060000;2;05;PiS;WOJCIECHOWSKI Marek Grzegorz;14896;5.79;12.42;T;M;060913;Miłocin
060000;2;06;PiS;PODKAŃSKI Zdzisław Zbigniew;10477;4.07;8.74;T;M;060905;Mętów
060000;2;07;PiS;KOCOŃ Tadeusz;4460;1.73;3.72;N;M;061401;Puławy
060000;2;08;PiS;MAJKOWSKI Ryszard Marek;9754;3.79;8.13;T;M;060505;Janów Lubelski
060000;2;09;PiS;KACZYŃSKA Agnieszka;9062;3.52;7.56;N;K;060807;Mieczysławka
060000;2;10;PiS;FILIPEK-SOBCZAK Magdalena;9157;3.56;7.63;N;K;060907;Płouszowice-Kolonia
060000;2;11;PiS;MATRASZEK-FURTAK Anna Aldona;3593;1.40;3.00;N;K;061410;Karmanowice
060000;2;12;PiS;KOWALCZYK Leszek;10169;3.95;8.48;T;M;061604;Ryki
060000;2;01;SLD;CZERNIAK Jacek Andrzej;4035;1.57;38.95;N;M;066301;Lublin
060000;2;02;SLD;ZŁOMANIEC Mirosław Dariusz;360;0.14;3.48;N;M;060908;Motycz Józefin
060000;2;03;SLD;WICHA Beata;798;0.31;7.70;N;K;061409;Łęka
060000;2;04;SLD;PIELASZKIEWICZ Anna;422;0.16;4.07;N;K;060701;Kraśnik
060000;2;05;SLD;KASPRZAK Adam Krzysztof;986;0.38;9.52;N;M;061602;Kłoczew
060000;2;06;SLD;KNAP Rafał;492;0.19;4.75;N;M;060505;Janów Lubelski
060000;2;07;SLD;KORNACKI Krzysztof Marian;562;0.22;5.43;N;M;060805;Kozłówka
060000;2;08;SLD;KAMIŃSKI Henryk;462;0.18;4.46;N;M;061206;Poniatowa
060000;2;09;SLD;SIEMION-DUDEK Monika Elżbieta;213;0.08;2.06;N;K;060911;Dys
060000;2;10;SLD;CHYLIŃSKI Tomasz Grzegorz;546;0.21;5.27;N;M;060914;Świdniczek
060000;2;11;SLD;ŁABAREWICZ Anna Maria;149;0.06;1.44;N;K;066301;Lublin
060000;2;12;SLD;SADURSKA Małgorzata Elżbieta;1334;0.52;12.88;N;K;061205;Opole Lubelskie
060000;3;01;PO;GOŹDZIOŁKO Marek Mieczysław;3737;2.37;31.23;N;M;066101;Biała Podlaska
060000;3;02;PO;ROZMYSŁ Izabela;1104;0.70;9.23;N;K;060103;Wólka Plebańska
060000;3;03;PO;TYMOSZUK Krzysztof;2408;1.53;20.13;N;M;061101;Łuków
060000;3;04;PO;ROMANOWSKI Stanisław;1654;1.05;13.82;N;M;066101;Biała Podlaska
060000;3;05;PO;PIETRUSZEWSKA Wioleta Magdalena;546;0.35;4.56;N;K;061306;Gródek Szlachecki
060000;3;06;PO;OCHNIO Anna;1148;0.73;9.59;N;K;061507;Ulan Duży
060000;3;07;PO;FILIPIUK Ryszard Bronisław;688;0.44;5.75;N;M;060111;Chotyłów
060000;3;08;PO;ŁUBIK Grzegorz;680;0.43;5.68;N;M;060101;Międzyrzec Podlaski
060000;3;01;PSL;SOSNOWSKI Sławomir Antoni;18443;11.69;46.67;T;M;061502;Krasew
060000;3;02;PSL;LITWINIUK Przemysław;7093;4.50;17.95;T;M;060101;Międzyrzec Podlaski
060000;3;03;PSL;KOPEĆ Marek;6156;3.90;15.58;N;M;061107;Sarnów
060000;3;04;PSL;HORDEJUK Janusz;2204;1.40;5.58;N;M;061304;Parczew
060000;3;05;PSL;CZYŻEWSKA Krystyna Zdzisława;1152;0.73;2.91;N;K;066101;Biała Podlaska
060000;3;06;PSL;MACHNIAK Bernarda Ewa;1455;0.92;3.68;N;K;061105;Dąbie
060000;3;07;PSL;SZKODZIŃSKA Halina;876;0.56;2.22;N;K;060106;Kodeń
060000;3;08;PSL;MAKAREWICZ Henryk;2141;1.36;5.42;N;M;060118;Dubica Dolna
060000;3;01;PiS;SZWAJ Jerzy Ryszard;18637;11.81;27.68;T;M;061304;Parczew
060000;3;02;PiS;IWAN Eliasz Cezary;7127;4.52;10.59;N;M;066101;Biała Podlaska
060000;3;03;PiS;BARSZCZEWSKA Barbara Aldona;10090;6.39;14.99;T;K;066101;Biała Podlaska
060000;3;04;PiS;SKWAREK Sławomir;15083;9.56;22.40;T;M;061103;Adamów
060000;3;05;PiS;CHMIEL Krystyna Zofia;2966;1.88;4.41;N;K;066401;Zamość
060000;3;06;PiS;ŁOCHEŃSKI VEL OCHNIO Wojciech Jacenty;1576;1.00;2.34;N;M;066101;Biała Podlaska
060000;3;07;PiS;KLEBANIUK Justyna;2150;1.36;3.19;N;K;060112;Kołczyn
060000;3;08;PiS;SZCZYGIEŁ Ryszard Andrzej;9701;6.15;14.41;N;M;061101;Łuków
060000;3;01;SLD;HAIDAR Riad;18826;11.93;87.85;T;M;066101;Biała Podlaska
060000;3;02;SLD;KOCHANOWSKI Tadeusz Jan;531;0.34;2.48;N;M;066101;Biała Podlaska
060000;3;03;SLD;DENIDIUK Bożena Maria;292;0.19;1.36;N;K;061103;Adamów
060000;3;04;SLD;WOLANIN Jolanta Anna;406;0.26;1.89;N;K;066101;Biała Podlaska
060000;3;05;SLD;MAKSYMIUK Barbara;343;0.22;1.60;N;K;061501;Radzyń Podlaski
060000;3;06;SLD;BIENIEK Ewa;479;0.30;2.24;N;K;061501;Radzyń Podlaski
060000;3;07;SLD;ZARĘBSKA Wioleta;251;0.16;1.17;N;K;060109;Łomazy
060000;3;08;SLD;GŁOWIŃSKI Grzegorz Lucjan;301;0.19;1.40;N;M;066101;Biała Podlaska
060000;4;01;PO;GRABCZUK Krzysztof;25311;17.00;65.08;T;M;066201;Chełm
060000;4;02;PO;BOJARSKI Krzysztof;6667;4.48;17.14;T;M;061003;Łęczna
060000;4;03;PO;DARWICZ Ewa;1041;0.70;2.68;N;K;061701;Świdnik
060000;4;04;PO;SAWA Klaudia Olga;1153;0.77;2.96;N;K;060601;Krasnystaw
060000;4;05;PO;CHODAKOWSKA Krystyna;723;0.49;1.86;N;K;061901;Włodawa
060000;4;06;PO;GAŁAN Krzysztof Paweł;1596;1.07;4.10;N;M;061701;Świdnik
060000;4;07;PO;KUĆ Mariola Grażyna;832;0.56;2.14;N;K;061902;Hanna
060000;4;08;PO;BIAŁOWĄS Dariusz Daniel;1568;1.05;4.03;N;M;061701;Świdnik
060000;4;01;PSL;JASZCZUK Ewa Małgorzata;6364;4.27;25.28;T;K;066201;Chełm
060000;4;02;PSL;RYCHLICZEK Adam;4840;3.25;19.23;N;M;060303;Pokrówka
060000;4;03;PSL;SAWA Dorota Justyna;5085;3.42;20.20;N;K;060607;Łopiennik Dolny
060000;4;04;PSL;TROĆ Marcin Wojciech;3619;2.43;14.38;N;M;061703;Piaski
060000;4;05;PSL;PANASIUK Beata Irena;1815;1.22;7.21;N;K;061904;Hola
060000;4;06;PSL;MARUCHA Arkadiusz Paweł;1206;0.81;4.79;N;M;066301;Lublin
060000;4;07;PSL;GRABARCZUK Galina;845;0.57;3.36;N;K;066201;Chełm
060000;4;08;PSL;KASPRZAK Renata Jolanta;1396;0.94;5.55;N;K;061701;Świdnik
060000;4;01;PiS;SZWED Zdzisław;21531;14.46;35.37;T;M;066201;Chełm
060000;4;02;PiS;SAWICKI Konrad Bernard;11474;7.71;18.85;T;M;061701;Świdnik
060000;4;03;PiS;DARGIEWICZ Lucyna;2846;1.91;4.68;N;K;066201;Chełm
060000;4;04;PiS;MATYSIAK Przemysław Bartłomiej;3627;2.44;5.96;N;M;060601;Krasnystaw
060000;4;05;PiS;BIJATA Zbigniew Robert;4245;2.85;6.97;N;M;060601;Krasnystaw
060000;4;06;PiS;PIOTROWICZ Michał Andrzej;8546;5.74;14.04;T;M;061701;Świdnik
060000;4;07;PiS;PASTUSIAK Ewa Krystyna;5185;3.48;8.52;N;K;061906;Szuminka
060000;4;08;PiS;GOMÓŁKA Urszula Małgorzata;3420;2.30;5.62;N;K;060311;Siedliszcze
060000;4;01;SLD;GOŁOŚ Michał Reoland;2208;1.48;32.48;N;M;066201;Chełm
060000;4;02;SLD;MAZUREK Marek;1189;0.80;17.49;N;M;066301;Lublin
060000;4;03;SLD;ŚWINARSKA Marzena Elżbieta;320;0.21;4.71;N;K;066301;Lublin
060000;4;04;SLD;CHĘĆ Jacek Tomasz;879;0.59;12.93;N;M;061901;Włodawa
060000;4;05;SLD;BARTOSZEWSKA-WIC Ewa Monika;346;0.23;5.09;N;K;061701;Świdnik
060000;4;06;SLD;DZIADKO-ŻMUDA Małgorzata Janina;356;0.24;5.24;N;K;061003;Łęczna
060000;4;07;SLD;MAJCHER Dominika Maria;423;0.28;6.22;N;K;061701;Świdnik
060000;4;08;SLD;BLACHA Mirosław Krzysztof;1078;0.72;15.86;N;M;060303;Srebrzyszcze
060000;5;01;PO;WOŹNICA Zofia Anna;8413;4.97;37.58;T;K;060201;Biłgoraj
060000;5;02;PO;GRAD Mariusz;4711;2.78;21.05;N;M;061801;Tomaszów Lubelski
060000;5;03;PO;POZNAŃSKI Marek;2886;1.70;12.89;N;M;060401;Hrubieszów
060000;5;04;PO;MULAWA Andrzej Stanisław;1495;0.88;6.68;N;M;066401;Zamość
060000;5;05;PO;MAZUR Marian Jan;1053;0.62;4.70;N;M;062013;Wielącza
060000;5;06;PO;NAJDA Aneta Elżbieta;1641;0.97;7.33;N;K;066401;Zamość
060000;5;07;PO;OSUCH Andrzej;899;0.53;4.02;N;M;066401;Zamość
060000;5;08;PO;WOŁOSZYN Katarzyna;1287;0.76;5.75;N;K;062014;Zawada
060000;5;01;PSL;BRATKOWSKI Arkadiusz Tomasz;14673;8.66;45.14;T;M;062006;Miączyn Stacja
060000;5;02;PSL;NIZIOŁ Jerzy;3687;2.18;11.34;N;M;066401;Zamość
060000;5;03;PSL;SKROMAK Celina Ewa;1903;1.12;5.85;N;K;060201;Biłgoraj
060000;5;04;PSL;CISŁO Stanisław;2999;1.77;9.23;N;M;061805;Lubycza Królewska
060000;5;05;PSL;WIŚNIEWSKA Anna;3183;1.88;9.79;N;K;060404;Kosmów
060000;5;06;PSL;MULAWA Maciej;2413;1.42;7.42;N;M;060212;Tarnogród
060000;5;07;PSL;KIELECH Stanisław;1833;1.08;5.64;N;M;061801;Tomaszów Lubelski
060000;5;08;PSL;SŁOTA Maria Wanda;1814;1.07;5.58;N;K;062014;Pniówek
060000;5;01;PiS;GMYZ Maria;17206;10.16;20.50;T;K;066401;Zamość
060000;5;02;PiS;MULAWA Michał;16514;9.75;19.68;T;M;060907;Natalin
060000;5;03;PiS;KUSIAK-JANIEC Anna;7972;4.71;9.50;N;K;060401;Hrubieszów
060000;5;04;PiS;MRÓZ Anna Katarzyna;3632;2.14;4.33;N;K;060214;Turobin
060000;5;05;PiS;GAŁASZKIEWICZ Krzysztof Jan;9221;5.45;10.99;T;M;062009;Horyszów-Stara Kolonia
060000;5;06;PiS;WRÓBEL Grzegorz;11863;7.01;14.14;T;M;060210;Obsza
060000;5;07;PiS;BONDYRA Robert Andrzej;8968;5.30;10.69;N;M;061812;Tyszowce
060000;5;08;PiS;MISZTAL Stanisław;8548;5.05;10.19;N;M;066401;Zamość
060000;5;01;SLD;PALONKA Marek Franciszek;2108;1.24;32.92;N;M;066401;Zamość
060000;5;02;SLD;BUCZKO Monika;1189;0.70;18.57;N;K;060201;Biłgoraj
060000;5;03;SLD;KRASOŃ Sylwester;452;0.27;7.06;N;M;061801;Tomaszów Lubelski
060000;5;04;SLD;BASAJ Beata;512;0.30;8.00;N;K;062009;Jarosławiec
060000;5;05;SLD;SĘDZIAK Mariusz;325;0.19;5.07;N;M;060214;Elizówka
060000;5;06;SLD;ANTONIUK Danuta Władysława;365;0.22;5.70;N;K;060402;Przewodów
060000;5;07;SLD;KORNIAK Krzysztof Mateusz;441;0.26;6.89;N;M;062014;Lipsko
060000;5;08;SLD;WASZKIEWICZ Gerard;1012;0.60;15.80;N;M;062009;Jarosławiec
080000;1;01;PO;WIERCHOWICZ Jerzy;10452;11.41;34.31;T;M;086101;Gorzów Wielkopolski
080000;1;02;PO;MARCINKIEWICZ Mirosław;3671;4.01;12.05;T;M;086101;Gorzów Wielkopolski
080000;1;03;PO;SYNOWIEC Anna;7719;8.43;25.34;T;K;086101;Gorzów Wielkopolski
080000;1;04;PO;HARASIMOWICZ Hubert Edward;3089;3.37;10.14;N;M;086101;Gorzów Wielkopolski
080000;1;05;PO;PIETRUSZAK Wiesław;2091;2.28;6.86;N;M;080602;Drezdenko
080000;1;06;PO;CEGIELNIK Andrzej;514;0.56;1.69;N;M;086101;Gorzów Wielkopolski
080000;1;07;PO;KONASZEWICZ-KNOBEL Katarzyna Iwona;559;0.61;1.84;N;K;080104;Zdroisko
080000;1;08;PO;SZEWCZYK Danuta;807;0.88;2.65;N;K;086101;Gorzów Wielkopolski
