okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
22;04;PSL;Tomasz Wojciech BURY;4754;1.45;19.97;N;M
22;05;PSL;Władysław SZYK;1608;0.49;6.75;N;M
22;06;PSL;Katarzyna Barbara SEKUŁA;422;0.13;1.77;N;K
22;07;PSL;Janusz Marek HOŁYSZKO;859;0.26;3.61;N;M
22;08;PSL;Justyna Maria CYRAN;239;0.07;1.00;N;K
22;09;PSL;Marta Janina SKUBISZ;221;0.07;0.93;N;K
22;10;PSL;Teresa PIĄTEK;174;0.05;0.73;N;K
22;11;PSL;Bogusław Wojciech SURMACZ;373;0.11;1.57;N;M
22;12;PSL;Jacek Marcin HAP;340;0.10;1.43;N;M
22;13;PSL;Maciej Wojciech DYMNICKI;156;0.05;0.66;N;M
22;14;PSL;Maria KACZOR;256;0.08;1.08;N;K
22;15;PSL;Małgorzata Krystyna DACHNOWICZ;449;0.14;1.89;N;K
22;16;PSL;Rafał Piotr KIELAR;278;0.09;1.17;N;M
22;17;PSL;Ewa ZAJĄC;666;0.20;2.80;N;K
22;18;PSL;Andrzej Stanisław BOSAK;132;0.04;0.55;N;M
22;19;PSL;Ryszard TASZ;100;0.03;0.42;N;M
22;20;PSL;Sławomir Antoni SOCHA;66;0.02;0.28;N;M
22;21;PSL;Ewa KUBRAK;257;0.08;1.08;N;K
22;22;PSL;Maria JANOWSKA;237;0.07;1.00;N;K
22;01;PiS;Marek Tadeusz KUCHCIŃSKI;34558;10.57;19.76;T;M
22;02;PiS;Anna Katarzyna SCHMIDT-RODZIEWICZ;16134;4.94;9.22;T;K
22;03;PiS;Piotr Marcin URUSKI;11200;3.43;6.40;T;M
22;04;PiS;Piotr Mieczysław BABINETZ;10170;3.11;5.81;T;M
22;05;PiS;Witold Tomasz LECHOWSKI;6798;2.08;3.89;N;M
22;06;PiS;Andrzej Antoni MATUSIEWICZ;9970;3.05;5.70;T;M
22;07;PiS;Stanisław PIOTROWICZ;15747;4.82;9.00;T;M
22;08;PiS;Bogdan Józef RZOŃCA;28356;8.68;16.21;T;M
22;09;PiS;Teresa PAMUŁA;5790;1.77;3.31;N;K
22;10;PiS;Adam Walenty ŚNIEŻEK;8064;2.47;4.61;N;M
22;11;PiS;Tomasz Józef KOJDER;2841;0.87;1.62;N;M
22;12;PiS;Bożena Maria RYCZAN;3753;1.15;2.15;N;K
22;13;PiS;Ryszard JĘDRUCH;3492;1.07;2.00;N;M
22;14;PiS;Anna Czesława WOŁTOSZ;1630;0.50;0.93;N;K
22;15;PiS;Barbara Jadwiga KRAJEWSKA;1192;0.36;0.68;N;K
22;16;PiS;Jan Maria ZUCHOWSKI;1600;0.49;0.91;N;M
22;17;PiS;Maria Stanisława CISOŃ;1102;0.34;0.63;N;K
22;18;PiS;Łukasz Marian CIÓŁKOWSKI;2165;0.66;1.24;N;M
22;19;PiS;Elżbieta Adela KOT;1960;0.60;1.12;N;K
22;20;PiS;Dorota ŁUKASZYK;2111;0.65;1.21;N;K
22;21;PiS;Lidia Joanna LIPKA;3448;1.05;1.97;N;K
22;22;PiS;Janusz Henryk CECUŁA;2819;0.86;1.61;N;M
22;01;SLD;Ewa WASIEWICZ;6463;1.98;43.40;N;K
22;02;SLD;Marian Zbigniew KAWA;3225;0.99;21.65;N;M
22;03;SLD;Jerzy ZIOMEK;570;0.17;3.83;N;M
22;04;SLD;Wiesław STEBNICKI;544;0.17;3.65;N;M
22;05;SLD;Wacław Daniel BAR;258;0.08;1.73;N;M
22;06;SLD;Tomasz Roman LACKOSZ;338;0.10;2.27;N;M
22;07;SLD;Andrzej Stanisław ORZECHOWSKI;375;0.11;2.52;N;M
22;08;SLD;Bożena Irena KAMIŃSKA;406;0.12;2.73;N;K
22;09;SLD;Helena WARDA;164;0.05;1.10;N;K
22;10;SLD;Agnieszka Katarzyna ŁABA;166;0.05;1.11;N;K
22;11;SLD;Natalia Barbara FLORCZAK;207;0.06;1.39;N;K
22;12;SLD;Justyna Katarzyna BURY;207;0.06;1.39;N;K
22;13;SLD;Gabriel Jerzy ZAJDEL;439;0.13;2.95;N;M
22;14;SLD;Waldemar Jan FORBOT;41;0.01;0.28;N;M
22;15;SLD;Marcin Jan KIPER;62;0.02;0.42;N;M
22;16;SLD;Dagmara Sylwia KUROPATWA;134;0.04;0.90;N;K
22;17;SLD;Izabela Janina KOCHMAN;98;0.03;0.66;N;K
22;18;SLD;Edyta Maria SEBZDA;78;0.02;0.52;N;K
22;19;SLD;Renata Marta DREWNIAK;223;0.07;1.50;N;K
22;20;SLD;Robert Paweł KĘPA;88;0.03;0.59;N;M
22;21;SLD;Magdalena Klara KOLANKO;348;0.11;2.34;N;K
22;22;SLD;Tadeusz BŁASZCZYSZYN;459;0.14;3.08;N;M
23;01;PO;Krystyna SKOWROŃSKA;23576;4.65;35.44;T;K
23;02;PO;Zdzisław GAWLIK;8414;1.66;12.65;T;M
23;03;PO;Jolanta Barbara KAŹMIERCZAK;4134;0.81;6.22;N;K
23;04;PO;Renata Celina BUTRYN;4523;0.89;6.80;N;K
23;05;PO;Mirosław Stanisław PLUTA;8101;1.60;12.18;N;M
23;06;PO;Jarosław ŚLIWA;2237;0.44;3.36;N;M
23;07;PO;Marek Zbigniew PORĘBA;1947;0.38;2.93;N;M
23;08;PO;Marek Stefan ORDYCZYŃSKI;2066;0.41;3.11;N;M
23;09;PO;Danuta Waleria STĘPIEŃ;1018;0.20;1.53;N;K
23;10;PO;Iwona KOŁEK;1229;0.24;1.85;N;K
23;11;PO;Bogusław Andrzej ULIJASZ;674;0.13;1.01;N;M
23;12;PO;Janusz PŁODZIEŃ;457;0.09;0.69;N;M
23;13;PO;Mirosław Grzegorz PAWEŁKO;282;0.06;0.42;N;M
23;14;PO;Barbara Teresa DZIUBA;422;0.08;0.63;N;K
23;15;PO;Robert Paweł WALAWENDER;1482;0.29;2.23;N;M
23;16;PO;Grzegorz TYCHANOWICZ;395;0.08;0.59;N;M
23;17;PO;Krystyna GDULA;255;0.05;0.38;N;K
23;18;PO;Jadwiga Irena BIELECKA;399;0.08;0.60;N;K
23;19;PO;Magdalena BĄK-WOŁOSZYN;186;0.04;0.28;N;K
23;20;PO;Robert Andrzej HOMICKI;288;0.06;0.43;N;M
23;21;PO;Bogusław Józef POTAŃSKI;362;0.07;0.54;N;M
23;22;PO;Dariusz ŻMUDA;374;0.07;0.56;N;M
23;23;PO;Leszek Marek ŻYŁKA;535;0.11;0.80;N;M
23;24;PO;Kamila Renata KĘDZIORA;176;0.03;0.26;N;K
23;25;PO;Ewa Patrycja GAWRYŚ;307;0.06;0.46;N;K
23;26;PO;Marta Maria GAŁDA;194;0.04;0.29;N;K
23;27;PO;Henryk Jan DOŁOWACKI;45;0.01;0.07;N;M
23;28;PO;Mirosław Stanisław KOSIBA;132;0.03;0.20;N;M
23;29;PO;Krzysztof OŻÓG;835;0.16;1.26;N;M
23;30;PO;Teresa Krystyna KUBAS-HUL;1471;0.29;2.21;N;K
23;01;PSL;Jan BURY;5293;1.04;22.36;N;M
23;02;PSL;Andrzej Kazimierz SZLĘZAK;4839;0.95;20.45;N;M
23;03;PSL;Dariusz Cezar DZIADZIO;317;0.06;1.34;N;M
23;04;PSL;Jan Władysław TARAPATA;1885;0.37;7.96;N;M
23;05;PSL;Wiesław Andrzej RYGIEL;1715;0.34;7.25;N;M
23;06;PSL;Wiesław Andrzej LADA;1589;0.31;6.71;N;M
23;07;PSL;Danuta SERAFIN;609;0.12;2.57;N;K
23;08;PSL;Barbara TRACIAK;432;0.09;1.83;N;K
23;09;PSL;Błażej Stefan BOROWIEC;446;0.09;1.88;N;M
23;10;PSL;Dawid Dominik LAMPART;245;0.05;1.04;N;M
23;11;PSL;Marek OPALIŃSKI;787;0.16;3.33;N;M
23;12;PSL;Jerzy Stanisław BATOR;554;0.11;2.34;N;M
23;13;PSL;Teresa Stefania LESIAK;146;0.03;0.62;N;K
23;14;PSL;Magdalena Agnieszka KARPIŃSKA;126;0.02;0.53;N;K
23;15;PSL;Michał DEPTUŁA;1386;0.27;5.86;N;M
23;16;PSL;Iwona Władysława LIS;199;0.04;0.84;N;K
23;17;PSL;Jan MAGOŃ;278;0.05;1.17;N;M
23;18;PSL;Daniel Grzegorz WÓJCIK;646;0.13;2.73;N;M
23;19;PSL;Dorota WIECH;89;0.02;0.38;N;K
23;20;PSL;Aleksander ZIAJA;137;0.03;0.58;N;M
23;21;PSL;Celina Anna GUMIŃSKA;120;0.02;0.51;N;K
23;22;PSL;Alina BANEK;120;0.02;0.51;N;K
23;23;PSL;Sylwester Mikołaj POPIEL;187;0.04;0.79;N;M
23;24;PSL;Magdalena WRZOSEK;105;0.02;0.44;N;K
23;25;PSL;Rafał Sebastian BIAŁORUCKI;259;0.05;1.09;N;M
23;26;PSL;Waldemar Ireneusz RAMS;30;0.01;0.13;N;M
23;27;PSL;Agnieszka SNUZIK;199;0.04;0.84;N;K
23;28;PSL;Anna KRASKA;203;0.04;0.86;N;K
23;29;PSL;Tomasz Stanisław SKULSKI;168;0.03;0.71;N;M
23;30;PSL;Marek Jan KOT;558;0.11;2.36;N;M
23;01;PiS;Józefa HRYNKIEWICZ;27010;5.32;9.49;T;K
23;02;PiS;Wojciech BUCZAK;18202;3.59;6.39;T;M
23;03;PiS;Antoni BŁĄDEK;7607;1.50;2.67;N;M
23;04;PiS;Kazimierz Marian MOSKAL;24128;4.76;8.48;T;M
23;05;PiS;Zbigniew Michał CHMIELOWIEC;18197;3.59;6.39;T;M
23;06;PiS;Andrzej SZLACHTA;24365;4.80;8.56;T;M
23;07;PiS;Kazimierz Edward GOŁOJUCH;19118;3.77;6.72;T;M
23;08;PiS;Jan Marek WARZECHA;15240;3.00;5.35;T;M
23;09;PiS;Zbigniew TYMUŁA;8524;1.68;2.99;N;M
23;10;PiS;Krystyna Małgorzata WRÓBLEWSKA;9426;1.86;3.31;T;K
23;11;PiS;Halina Maria SZYDEŁKO;10483;2.07;3.68;T;K
23;12;PiS;Mieczysław MIAZGA;11327;2.23;3.98;T;M
23;13;PiS;Andrzej GŁAZ;7942;1.57;2.79;N;M
23;14;PiS;Jerzy BEDNARZ;6284;1.24;2.21;N;M
23;15;PiS;Ernest Andrzej LASOTA;1068;0.21;0.38;N;M
23;16;PiS;Anna Magdalena KANTOR-KILIAN;5226;1.03;1.84;N;K
23;17;PiS;Kamil KALINKA;7341;1.45;2.58;N;M
23;18;PiS;Bernadeta Dorota FRYSZTAK;8870;1.75;3.12;N;K
23;19;PiS;Monika HARA-PAŁKOWSKA;1664;0.33;0.58;N;K
23;20;PiS;Jerzy Stanisław PAUL;12540;2.47;4.41;T;M
23;21;PiS;Ewa Maria KANTOR;3237;0.64;1.14;N;K
23;22;PiS;Maria NAPIERACZ;4943;0.97;1.74;N;K
23;23;PiS;Dorota Bożena JAMROZY;1106;0.22;0.39;N;K
23;24;PiS;Tomasz Stanisław WÓJTOWICZ;4022;0.79;1.41;N;M
23;25;PiS;Celina Maria ŻOŁOPA;474;0.09;0.17;N;K
23;26;PiS;Małgorzata NOWAK;1653;0.33;0.58;N;K
23;27;PiS;Marta Stanisława RADOMSKA;1062;0.21;0.37;N;K
23;28;PiS;Sylwia RYCHLAK;607;0.12;0.21;N;K
23;29;PiS;Robert Jan BEDNARZ;5617;1.11;1.97;N;M
23;30;PiS;Rafał WEBER;17359;3.42;6.10;T;M
23;01;SLD;Tomasz Artur KAMIŃSKI;11157;2.20;49.79;N;M
23;02;SLD;Wiesław BUŻ;1820;0.36;8.12;N;M
23;03;SLD;Piotr Jan KANIA;444;0.09;1.98;N;M
23;04;SLD;Antoni BRYK;698;0.14;3.11;N;M
23;05;SLD;Anna Helena KOWALSKA;1515;0.30;6.76;N;K
23;06;SLD;Amanda Anna SIUDY;417;0.08;1.86;N;K
23;07;SLD;Bartłomiej Tomasz GROCH;167;0.03;0.75;N;M
23;08;SLD;Ala ZYCH;806;0.16;3.60;N;K
23;09;SLD;Monika Danuta MĘDREK;300;0.06;1.34;N;K
23;10;SLD;Tomasz Jan WODZIŃSKI;418;0.08;1.87;N;M
23;11;SLD;Krystian Tomasz HERBA;571;0.11;2.55;N;M
23;12;SLD;Zbigniew Marek MŁODAWSKI;288;0.06;1.29;N;M
23;13;SLD;Iwona Beata ZAWADA;210;0.04;0.94;N;K
23;14;SLD;Adam Bartłomiej BANAŚ;175;0.03;0.78;N;M
23;15;SLD;Wiesława Barbara SOBALA-CHŁOPEK;128;0.03;0.57;N;K
23;16;SLD;Sylwia Patrycja ROMANIAK;135;0.03;0.60;N;K
23;17;SLD;Bogumił KOCHMAN;59;0.01;0.26;N;M
23;18;SLD;Jerzy FILIPEK;355;0.07;1.58;N;M
23;19;SLD;Maciej Gerard SEKUNDA;451;0.09;2.01;N;M
23;20;SLD;Natalia Ludmiła KACAŁA;213;0.04;0.95;N;K
23;21;SLD;Robert OCZOŚ;184;0.04;0.82;N;M
23;22;SLD;Katarzyna PALUCH;204;0.04;0.91;N;K
23;23;SLD;Marta Małgorzata MACIUK;92;0.02;0.41;N;K
23;24;SLD;Tadeusz Janusz CHMIEL;259;0.05;1.16;N;M
23;25;SLD;Bronisława BUŁAWA;76;0.01;0.34;N;K
23;26;SLD;Krzysztof POLAK;307;0.06;1.37;N;M
23;27;SLD;Józef PRZYBOŚ;101;0.02;0.45;N;M
23;28;SLD;Marian Czesław TOMCZYK;178;0.04;0.79;N;M
23;29;SLD;Dorota Anna DOMINIK;257;0.05;1.15;N;K
23;30;SLD;Grzegorz Konstanty TUDEREK;424;0.08;1.89;N;M
24;01;PO;Robert TYSZKIEWICZ;19453;4.47;26.69;T;M
24;02;PO;Bożena KAMIŃSKA;9826;2.26;13.48;T;K
24;03;PO;Damian RACZKOWSKI;7331;1.68;10.06;N;M
24;04;PO;Renata PRZYGODZKA;2525;0.58;3.46;N;K
24;05;PO;Adam MUSIUK;6021;1.38;8.26;N;M
24;06;PO;Leszek Stanisław CIEŚLIK;2432;0.56;3.34;N;M
24;07;PO;Piotr SERDYŃSKI;1875;0.43;2.57;N;M
24;08;PO;Mirosław RECZKO;1038;0.24;1.42;N;M
24;09;PO;Anna GRYCUK;830;0.19;1.14;N;K
24;10;PO;Wiesław Antoni STALEWSKI;270;0.06;0.37;N;M
24;11;PO;Adam JANKOWSKI;1443;0.33;1.98;N;M
24;12;PO;Anna Maria DOBROWOLSKA-CYLWIK;379;0.09;0.52;N;K
24;13;PO;Franciszek Krzysztof ŻERO;589;0.14;0.81;N;M
24;14;PO;Emilia KUC;398;0.09;0.55;N;K
24;15;PO;Błażej Jakub KRYNICKI;269;0.06;0.37;N;M
24;16;PO;Ewelina CHODKIEWICZ;243;0.06;0.33;N;K
24;17;PO;Cezary WITKOWSKI;401;0.09;0.55;N;M
24;18;PO;Beata FALKOWSKA;365;0.08;0.50;N;K
24;19;PO;Witold Wincenty RACIS;132;0.03;0.18;N;M
24;20;PO;Patrycja PAC;281;0.06;0.39;N;K
24;21;PO;Maciej BIERNACKI;552;0.13;0.76;N;M
24;22;PO;Marek SAMUL;426;0.10;0.58;N;M
24;23;PO;Aneta Urszula BORYSEWICZ-WYSOCKA;392;0.09;0.54;N;K
24;24;PO;Mateusz Damian GUTOWSKI;223;0.05;0.31;N;M
24;25;PO;Stanisława POLAK;292;0.07;0.40;N;K
24;26;PO;Jerzy KARP;187;0.04;0.26;N;M
24;27;PO;Małgorzata ADAMOWICZ-NOSOWSKA;225;0.05;0.31;N;K
24;28;PO;Tomasz CIMOSZEWICZ;14496;3.33;19.89;T;M
24;01;PSL;Mieczysław Kazimierz BASZKO;7010;1.61;19.96;T;M
24;02;PSL;Wiesław ŻYLIŃSKI;1206;0.28;3.43;N;M
24;03;PSL;Cezary CIEŚLUKOWSKI;3062;0.70;8.72;N;M
24;04;PSL;Wojciech GROCHOWSKI;4191;0.96;11.93;N;M
24;05;PSL;Jerzy LESZCZYŃSKI;1876;0.43;5.34;N;M
24;06;PSL;Mikołaj JANOWSKI;1811;0.42;5.16;N;M
24;07;PSL;Stefan KRAJEWSKI;2412;0.55;6.87;N;M
24;08;PSL;Elżbieta PARZYCH;628;0.14;1.79;N;K
24;09;PSL;Anna BIEGAŃSKA;249;0.06;0.71;N;K
24;10;PSL;Jan ZALEWSKI;644;0.15;1.83;N;M
24;11;PSL;Danuta Teresa ZAWADZKA;185;0.04;0.53;N;K
24;12;PSL;Józef CHMIELEWSKI;366;0.08;1.04;N;M
24;13;PSL;Tadeusz CHOŁKO;811;0.19;2.31;N;M
24;14;PSL;Krystyna Marianna DOBROŁOWICZ;67;0.02;0.19;N;K
24;15;PSL;Joanna KITLAS;408;0.09;1.16;N;K
24;16;PSL;Barbara KOTOWICZ;322;0.07;0.92;N;K
24;17;PSL;Leon CHLABICZ;868;0.20;2.47;N;M
24;18;PSL;Marcin KARCZEWSKI;204;0.05;0.58;N;M
24;19;PSL;Andrzej Zbigniew KORONKIEWICZ;418;0.10;1.19;N;M
24;20;PSL;Agnieszka Janina WOJTKOWSKA;362;0.08;1.03;N;K
24;21;PSL;Danuta WIERZBICKA;233;0.05;0.66;N;K
24;22;PSL;Agnieszka ZAWISTOWSKA;242;0.06;0.69;N;K
24;23;PSL;Ewa JAKUBIAK;220;0.05;0.63;N;K
24;24;PSL;Marcin Marian BIELEC;130;0.03;0.37;N;M
24;25;PSL;Wiktor BRZOSKO;420;0.10;1.20;N;M
24;26;PSL;Ireneusz Adam STRĘKOWSKI;56;0.01;0.16;N;M
24;27;PSL;Włodzimierz SZYPCIO;1126;0.26;3.21;N;M
24;28;PSL;Jarosław MATWIEJUK;5589;1.28;15.92;N;M
24;01;PiS;Krzysztof JURGIEL;44620;10.25;22.58;T;M
24;02;PiS;Jarosław ZIELIŃSKI;28865;6.63;14.61;T;M
24;03;PiS;Dariusz PIONTKOWSKI;28378;6.52;14.36;T;M
24;04;PiS;Lech Antoni KOŁAKOWSKI;15106;3.47;7.65;T;M
24;05;PiS;Jacek ŻALEK;12370;2.84;6.26;T;M
24;06;PiS;Bernadeta KRYNICKA;7624;1.75;3.86;T;K
24;07;PiS;Kazimierz GWIAZDOWSKI;6787;1.56;3.44;T;M
24;08;PiS;Jacek BOGUCKI;9707;2.23;4.91;T;M
24;09;PiS;Grzegorz KUCHAREWICZ;2511;0.58;1.27;N;M
24;10;PiS;Henryk Jan WNOROWSKI;6431;1.48;3.25;N;M
24;11;PiS;Elżbieta KRASZEWSKA;1787;0.41;0.90;N;K
24;12;PiS;Marcin KLECZKOWSKI;2640;0.61;1.34;N;M
24;13;PiS;Piotr Karol BUJWICKI;2470;0.57;1.25;N;M
24;14;PiS;Jan ŻOCHOWSKI;468;0.11;0.24;N;M
24;15;PiS;Bożena Jolanta JELSKA - JAROŚ;4037;0.93;2.04;N;K
24;16;PiS;Marek Adam KOMOROWSKI;1899;0.44;0.96;N;M
24;17;PiS;Mirosław HARTUNG;2187;0.50;1.11;N;M
24;18;PiS;Krzysztof TOŁWIŃSKI;3724;0.86;1.88;N;M
24;19;PiS;Henryk ŁUKASZEWICZ;628;0.14;0.32;N;M
24;20;PiS;Urszula TOMASIK;859;0.20;0.43;N;K
24;21;PiS;Barbara ZALEWSKA;2791;0.64;1.41;N;K
24;22;PiS;Wioletta KOWIESKA;755;0.17;0.38;N;K
24;23;PiS;Barbara KARŁOWICZ;773;0.18;0.39;N;K
24;24;PiS;Bożena NIENAŁTOWSKA;377;0.09;0.19;N;K
24;25;PiS;Dorota ŁYNKO;878;0.20;0.44;N;K
24;26;PiS;Monika Mariola KONDRACKA;1192;0.27;0.60;N;K
24;27;PiS;Andrzej MIODUSZEWSKI;3425;0.79;1.73;N;M
24;28;PiS;Karol TYLENDA;4286;0.98;2.17;N;M
24;01;SLD;Krzysztof Janusz BIL-JARUZELSKI;8519;1.96;26.61;N;M
24;02;SLD;Adam RYBAKOWICZ;1365;0.31;4.26;N;M
24;03;SLD;Aleksander SOSNA;8056;1.85;25.16;N;M
24;04;SLD;Anna JASIONEK;981;0.23;3.06;N;K
24;05;SLD;Arkadiusz WASZKIEWICZ;768;0.18;2.40;N;M
24;06;SLD;Mirosław Mikołaj CZYKWIN;2628;0.60;8.21;N;M
24;07;SLD;Karol KORNELUK;1091;0.25;3.41;N;M
24;08;SLD;Barbara BOHDAN;424;0.10;1.32;N;K
24;09;SLD;Michał SANIEWSKI;144;0.03;0.45;N;M
24;10;SLD;Adam DĘBSKI;893;0.21;2.79;N;M
24;11;SLD;Mikołaj MIRONOWICZ;524;0.12;1.64;N;M
24;12;SLD;Aniela Halina PIECZYŃSKA;338;0.08;1.06;N;K
24;13;SLD;Sławomir GROMADZKI;204;0.05;0.64;N;M
24;14;SLD;Jan NETTER;558;0.13;1.74;N;M
24;15;SLD;Mariusz Waldemar JÓZEFOWICZ;135;0.03;0.42;N;M
24;16;SLD;Mirosław SKIEPKO;269;0.06;0.84;N;M
24;17;SLD;Bogusława DROZD;221;0.05;0.69;N;K
24;18;SLD;Karolina LIPIEC;185;0.04;0.58;N;K
24;19;SLD;Agnieszka Ada WIŃSKA;128;0.03;0.40;N;K
24;20;SLD;Wiesław PIETUCH;77;0.02;0.24;N;M
24;21;SLD;Marcin Adam WRÓBEL;246;0.06;0.77;N;M
24;22;SLD;Weronika KOSTRZANOWSKA;142;0.03;0.44;N;K
24;23;SLD;Magdalena TYWOŃCZUK;151;0.03;0.47;N;K
24;24;SLD;Patryk DĄBROWSKI;124;0.03;0.39;N;M
24;25;SLD;Sandra SKORUPA;118;0.03;0.37;N;K
24;26;SLD;Katarzyna ŻERUŃ;95;0.02;0.30;N;K
24;27;SLD;Agnieszka NAZARUK-ZDANUCZYK;597;0.14;1.86;N;K
24;28;SLD;Wojciech Janusz KORONKIEWICZ;3034;0.70;9.48;N;M
25;01;PO;Adam Marek KOROL;28727;6.73;19.37;T;M
25;02;PO;Sławomir Arkadiusz NEUMANN;20514;4.80;13.83;T;M
25;03;PO;Agnieszka Dominika POMASKA;22196;5.20;14.97;T;K
25;04;PO;Łukasz Piotr ZARĘBA;5337;1.25;3.60;N;M
25;05;PO;Hanna Maria ZYCH-CISOŃ;3608;0.84;2.43;N;K
25;06;PO;Jerzy Stanisław BOROWCZAK;16931;3.96;11.42;T;M
25;07;PO;Piotr WIDZ;5196;1.22;3.50;N;M
25;08;PO;Michał Tadeusz OWCZARCZAK;2831;0.66;1.91;N;M
25;09;PO;Paweł ORŁOWSKI;4883;1.14;3.29;N;M
25;10;PO;Małgorzata CHMIEL;13346;3.12;9.00;T;K
25;11;PO;Jan Edward KULAS;4539;1.06;3.06;N;M
25;12;PO;Piotr Paweł OŁOWSKI;3726;0.87;2.51;N;M
25;13;PO;Mirosław Jan CZAPLA;2600;0.61;1.75;N;M
25;14;PO;Joanna Barbara JAKUBOWSKA;1770;0.41;1.19;N;K
25;15;PO;Andrzej Kazimierz CHYŁA;1545;0.36;1.04;N;M
25;16;PO;Lesław ORSKI;608;0.14;0.41;N;M
25;17;PO;Elżbieta Marzanna RADZISZEWSKA;1538;0.36;1.04;N;K
25;18;PO;Anna Dorota STRZELCZYK;1008;0.24;0.68;N;K
25;19;PO;Aneta NOWAK-TYMIŃSKA;495;0.12;0.33;N;K
25;20;PO;Dorota Monika CHOJNA;1909;0.45;1.29;N;K
25;21;PO;Wioleta Barbara STRZEMKOWSKA-KONKOLEWSKA;1442;0.34;0.97;N;K
25;22;PO;Iwona Beata NITZA;1070;0.25;0.72;N;K
25;23;PO;Radosław Krzysztof SOBECKI;569;0.13;0.38;N;M
25;24;PO;Maciej Hipolit GRABOWSKI;1917;0.45;1.29;N;M
25;01;PSL;Józef Leon SARNOWSKI;3458;0.81;26.80;N;M
25;02;PSL;Krzysztof Gabriel TRAWICKI;2565;0.60;19.88;N;M
25;03;PSL;Bogdan DOMBROWSKI;1238;0.29;9.59;N;M
25;04;PSL;Maria Urszula PAWŁOWSKA;757;0.18;5.87;N;K
25;05;PSL;Mirosław Leszek MOLSKI;354;0.08;2.74;N;M
25;06;PSL;Maria Jolanta DASZKIEWICZ;403;0.09;3.12;N;K
25;07;PSL;Krzysztof Mieczysław PAŁKOWSKI;436;0.10;3.38;N;M
25;08;PSL;Gracjan Roman KURYŁOWICZ;473;0.11;3.67;N;M
25;09;PSL;Wojciech Wiesław PRZYBYLSKI;133;0.03;1.03;N;M
25;10;PSL;Marek Stanisław KOSTECKI;178;0.04;1.38;N;M
25;11;PSL;Stanisław Marian ACKERMAN;456;0.11;3.53;N;M
25;12;PSL;Andrzej Hieronim STĘPNIAK;115;0.03;0.89;N;M
25;13;PSL;Danuta Jolanta KOSEWSKA;302;0.07;2.34;N;K
25;14;PSL;Janusz Piotr LASKOWSKI;196;0.05;1.52;N;M
25;15;PSL;Ewelina WŁÓDARCZYK;88;0.02;0.68;N;K
25;16;PSL;Elżbieta SUCHOCKA;222;0.05;1.72;N;K
25;17;PSL;Elżbieta Maria MIKOŁAJCZAK;112;0.03;0.87;N;K
25;18;PSL;Ewa Małgorzata JANIAK;107;0.03;0.83;N;K
25;19;PSL;Paweł Krzysztof ZIENKIEWICZ;248;0.06;1.92;N;M
25;20;PSL;Anna Małgorzata WŁODARCZYK;220;0.05;1.70;N;K
25;21;PSL;Andrzej Grzegorz MAŁYJ;168;0.04;1.30;N;M
25;22;PSL;Marianna GRAHN;52;0.01;0.40;N;K
25;23;PSL;Bogdan JAREMA;237;0.06;1.84;N;M
25;24;PSL;Andrzej Mieczysław OLSZEWSKI;386;0.09;2.99;N;M
25;01;PiS;Jarosław Daniel SELLIN;34997;8.19;27.67;T;M
25;02;PiS;Kazimierz SMOLIŃSKI;12424;2.91;9.82;T;M
25;03;PiS;Andrzej JAWORSKI;25875;6.06;20.46;T;M
25;04;PiS;Grzegorz RACZAK;6332;1.48;5.01;N;M
25;05;PiS;Grzegorz Jan STRZELCZYK;1459;0.34;1.15;N;M
25;06;PiS;Karol Roman GUZIKIEWICZ;2168;0.51;1.71;N;M
25;07;PiS;Aleksandra Helena JANKOWSKA;3124;0.73;2.47;N;K
25;08;PiS;Jan KILIAN;6675;1.56;5.28;T;M
25;09;PiS;Tadeusz CYMAŃSKI;13126;3.07;10.38;T;M
25;10;PiS;Anna Magdalena DUTKOWSKA;1180;0.28;0.93;N;K
25;11;PiS;Ewelina Maria PAŁUBICKA;1020;0.24;0.81;N;K
25;12;PiS;Dorota DUDEK;2128;0.50;1.68;N;K
25;13;PiS;Marian Czesław SZAJNA;599;0.14;0.47;N;M
25;14;PiS;Hanna Elżbieta DUDA;2569;0.60;2.03;N;K
25;15;PiS;Justyna PALIKOWSKA;362;0.08;0.29;N;K
25;16;PiS;Piotr Michał WALENTYNOWICZ;2846;0.67;2.25;N;M
25;17;PiS;Jacek KONCZAL;1317;0.31;1.04;N;M
25;18;PiS;Edward SZLEJTER;322;0.08;0.25;N;M
25;19;PiS;Dariusz Krzysztof MACIEJEWSKI;794;0.19;0.63;N;M
25;20;PiS;Jolanta Maria KWIATKOWSKA-REICHEL;821;0.19;0.65;N;K
25;21;PiS;Natalia NITEK;1066;0.25;0.84;N;K
25;22;PiS;Zbigniew Henryk WNUK;493;0.12;0.39;N;M
25;23;PiS;Stanisław Tadeusz ANDERS;1187;0.28;0.94;N;M
25;24;PiS;Anna Teresa GWIAZDA;3582;0.84;2.83;N;K
25;01;SLD;Joanna SENYSZYN;13158;3.08;46.71;N;K
25;02;SLD;Piotr Paweł BAUĆ;1865;0.44;6.62;N;M
25;03;SLD;Małgorzata Teresa OSTROWSKA;3186;0.75;11.31;N;K
25;04;SLD;Franciszek Józef POTULSKI;2411;0.56;8.56;N;M
25;05;SLD;Gabriela PLICHTA;603;0.14;2.14;N;K
